# File Name: TESTWORDS.txt
# File Size: 173478      
# File Date: 07/19/2023 00:10:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2023
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---English---King-James-Version-American	0	GROUP=0/0/0	eternity=1/0/1, eternal=47/45/2, forever=0/0/0, everlasting=91/26/65, evermore=0/0/0, and ever=47/21/26, for ever=400/50/350, always=82/1/81, immortal=1/1/0, age-during=0/0/0, age=42/0/42, ages=4/3/1, of old=58/0/58, world=249/48/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/1/11, from the first=8/0/8, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1100/204/896	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=128/128/0	hell=54/54/0, sheol=63/63/0, hades=0/0/0, grave's=1/1/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=1/0/1, GROUP=177/154/23	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=1/1/0, grave=66/30/36, sheol=63/63/0, GROUP=184/148/36	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=1/1/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---King-James-Version-Updated	0	GROUP=0/0/0	eternity=1/0/1, eternal=48/45/3, forever=0/0/0, everlasting=91/26/65, evermore=26/3/23, and ever=47/21/26, for ever=380/47/333, always=82/1/81, immortal=1/1/0, age-during=0/0/0, age=42/0/42, ages=4/3/1, of old=58/0/58, world=249/48/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/1/11, from the first=8/0/8, all times=8/0/8, the true=14/1/13, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1107/204/903	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=128/128/0	hell=54/54/0, sheol=63/63/0, hades=0/0/0, grave's=1/1/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=1/1/0, lowest pit=0/0/0, GROUP=176/154/22	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=1/1/0, grave=66/30/36, sheol=63/63/0, GROUP=184/148/36	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=1/1/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---LXX2012-U-S-English	0	eternity=2/0/0, eternal=7/0/0, forever=8/0/0, everlasting=61/0/0, for ever and ever=24/0/0, for every and ever=0/0/0, GROUP=102/0/0	eternity=2/0/2, eternal=7/0/7, forever=8/0/8, everlasting=61/0/61, evermore=7/0/7, and ever=25/0/25, for ever=306/0/306, always=26/0/26, immortal=0/0/0, age-during=0/0/0, age=32/3/29, ages=2/0/2, of old=35/1/34, world=46/0/46, worlds=0/0/0, long ago=0/0/0, universe=0/0/0, this life=0/0/0, earliest times=0/0/0, all the years=1/0/1, life without end=0/0/0, last days=11/0/11, present order=0/0/0, time to come=2/0/2, from the first=5/0/5, all times=10/0/10, the true=4/0/4, present life=0/0/0, order of the generations=0/0/0, last day=1/0/1, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=0/0/0, only true=1/0/1, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=593/4/589	hell=23/20/3, GROUP=23/20/3	hell=23/20/3, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=30/25/5, abyss=1/0/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=117/108/9	hell=23/20/3, sheol=63/63/0, hades=30/25/5, grave's=0/0/0, the grave=22/15/7, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=2/1/1, the deepest pit=0/0/0, into the pit=4/0/4, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=145/124/21	hell=23/20/3, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=23/20/3	hell=23/20/3, hades=30/25/5, underworld=0/0/0, grave's=0/0/0, grave=28/15/13, sheol=63/63/0, GROUP=144/123/21	hell=23/20/3, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=23/20/3	abyss=1/0/1, the deep=22/1/21, great deep=3/0/3, bottomless pit=0/0/0, the pit=26/3/23, depths below=0/0/0, GROUP=52/4/48	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Montgomery-NT	0	GROUP=0/0/0	eternity=2/2/0, eternal=64/64/0, forever=45/42/3, everlasting=5/4/1, evermore=1/0/1, and ever=23/21/2, for ever=2/2/0, always=56/1/55, immortal=1/1/0, age-during=0/0/0, age=26/16/10, ages=10/8/2, of old=7/1/6, world=167/26/141, worlds=1/0/1, long ago=3/0/3, universe=10/2/8, this life=3/1/2, earliest times=1/0/1, all the years=0/0/0, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=0/0/0, from the first=3/0/3, all times=5/0/5, the true=12/1/11, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=1/1/0, lasting=3/1/2, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=1/0/1, forevermore=2/2/0, truly life=0/0/0, GROUP=467/199/268	hell=6/6/0, GROUP=6/6/0	hell=6/6/0, sheol=0/0/0, gehenna=4/4/0, gehinnom=0/0/0, hades=9/9/0, abyss=2/2/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=33/33/0	hell=6/6/0, sheol=0/0/0, hades=9/9/0, grave's=0/0/0, the grave=1/0/1, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=2/2/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=18/17/1	hell=6/6/0, gehenna=4/4/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=10/10/0	hell=6/6/0, hades=9/9/0, underworld=0/0/0, grave's=0/0/0, grave=5/0/5, sheol=0/0/0, GROUP=20/15/5	hell=6/6/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=7/7/0	abyss=2/2/0, the deep=1/0/1, great deep=0/0/0, bottomless pit=7/7/0, the pit=3/3/0, depths below=0/0/0, GROUP=13/12/1	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=4/4/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---New-Heart-Aramaic	0	GROUP=0/0/0	eternity=3/0/3, eternal=10/8/2, forever=372/47/325, everlasting=127/60/67, evermore=0/0/0, and ever=41/19/22, for ever=11/1/10, always=88/0/88, immortal=2/1/1, age-during=0/0/0, age=48/18/30, ages=12/10/2, of old=47/1/46, world=215/20/195, worlds=0/0/0, long ago=18/2/16, universe=0/0/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=6/1/5, present order=0/0/0, time to come=11/1/10, from the first=8/0/8, all times=13/0/13, the true=16/1/15, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/2/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=21/3/18, truly life=1/1/0, GROUP=1087/200/887	hell=1/1/0, GROUP=1/1/0	hell=1/1/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=8/7/1, bottomless pit=1/1/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=78/77/1	hell=1/1/0, sheol=63/63/0, Sheyul=10/10/0, hades=0/0/0, grave's=0/0/0, the grave=11/0/11, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=16/3/13, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=102/77/25	hell=1/1/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=1/1/0	hell=1/1/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=63/63/0, GROUP=87/64/23	hell=1/1/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, Takhtaya=1/1/0, GROUP=2/2/0	abyss=8/7/1, the deep=28/2/26, great deep=4/0/4, bottomless pit=1/1/0, the pit=49/7/42, depths below=0/0/0, GROUP=90/17/73	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---New-Heart-Jehovah	0	GROUP=0/0/0	eternity=3/0/3, eternal=10/8/2, forever=372/47/325, everlasting=127/60/67, evermore=0/0/0, and ever=41/19/22, for ever=11/1/10, always=88/0/88, immortal=2/1/1, age-during=0/0/0, age=48/18/30, ages=12/10/2, of old=47/1/46, world=215/20/195, worlds=0/0/0, long ago=18/2/16, universe=0/0/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=6/1/5, present order=0/0/0, time to come=11/1/10, from the first=8/0/8, all times=13/0/13, the true=16/1/15, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/2/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=21/3/18, truly life=1/1/0, GROUP=1087/200/887	hell=21/21/0, GROUP=21/21/0	hell=21/21/0, sheol=65/65/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=8/7/1, bottomless pit=1/1/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=100/99/1	hell=21/21/0, sheol=65/65/0, Sheyul=0/0/0, hades=0/0/0, grave's=0/0/0, the grave=11/0/11, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=16/3/13, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=114/89/25	hell=21/21/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=21/21/0	hell=21/21/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=65/65/0, GROUP=109/86/23	hell=21/21/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, Takhtaya=0/0/0, GROUP=21/21/0	abyss=8/7/1, the deep=28/2/26, great deep=4/0/4, bottomless pit=1/1/0, the pit=49/7/42, depths below=0/0/0, GROUP=90/17/73	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---New-Heart-Jesus-Messiah	0	GROUP=0/0/0	eternity=3/0/3, eternal=10/8/2, forever=372/47/325, everlasting=127/60/67, evermore=0/0/0, and ever=41/19/22, for ever=11/1/10, always=88/0/88, immortal=2/1/1, age-during=0/0/0, age=48/18/30, ages=12/10/2, of old=47/1/46, world=215/20/195, worlds=0/0/0, long ago=18/2/16, universe=0/0/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=6/1/5, present order=0/0/0, time to come=11/1/10, from the first=8/0/8, all times=13/0/13, the true=16/1/15, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/2/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=21/3/18, truly life=1/1/0, GROUP=1087/200/887	hell=21/21/0, GROUP=21/21/0	hell=21/21/0, sheol=65/65/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=8/7/1, bottomless pit=1/1/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=100/99/1	hell=21/21/0, sheol=65/65/0, Sheyul=0/0/0, hades=0/0/0, grave's=0/0/0, the grave=11/0/11, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=16/3/13, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=114/89/25	hell=21/21/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=21/21/0	hell=21/21/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=65/65/0, GROUP=109/86/23	hell=21/21/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, Takhtaya=0/0/0, GROUP=21/21/0	abyss=8/7/1, the deep=28/2/26, great deep=4/0/4, bottomless pit=1/1/0, the pit=49/7/42, depths below=0/0/0, GROUP=90/17/73	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---New-Heart-Messianic	0	GROUP=0/0/0	eternity=3/0/3, eternal=10/8/2, forever=372/47/325, everlasting=127/60/67, evermore=0/0/0, and ever=41/19/22, for ever=11/1/10, always=88/0/88, immortal=2/1/1, age-during=0/0/0, age=48/18/30, ages=12/10/2, of old=47/1/46, world=215/20/195, worlds=0/0/0, long ago=18/2/16, universe=0/0/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=6/1/5, present order=0/0/0, time to come=11/1/10, from the first=8/0/8, all times=13/0/13, the true=16/1/15, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/2/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=21/3/18, truly life=1/1/0, GROUP=1087/200/887	hell=2/2/0, GROUP=2/2/0	hell=2/2/0, sheol=73/73/0, gehenna=0/0/0, gehinnom=11/11/0, hades=0/0/0, abyss=8/7/1, bottomless pit=1/1/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=100/99/1	hell=2/2/0, sheol=73/73/0, Sheyul=0/0/0, hades=0/0/0, grave's=0/0/0, the grave=11/0/11, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=16/3/13, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=103/78/25	hell=2/2/0, gehenna=0/0/0, gehinnom=11/11/0, underworld=0/0/0, GROUP=13/13/0	hell=2/2/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=73/73/0, GROUP=98/75/23	hell=2/2/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, Takhtaya=0/0/0, GROUP=2/2/0	abyss=8/7/1, the deep=28/2/26, great deep=4/0/4, bottomless pit=1/1/0, the pit=49/7/42, depths below=0/0/0, GROUP=90/17/73	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---New-Heart-Standard	0	GROUP=0/0/0	eternity=3/0/3, eternal=10/8/2, forever=372/47/325, everlasting=127/60/67, evermore=0/0/0, and ever=41/19/22, for ever=11/1/10, always=88/0/88, immortal=2/1/1, age-during=0/0/0, age=48/18/30, ages=12/10/2, of old=47/1/46, world=215/20/195, worlds=0/0/0, long ago=18/2/16, universe=0/0/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=6/1/5, present order=0/0/0, time to come=11/1/10, from the first=8/0/8, all times=13/0/13, the true=16/1/15, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/2/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=21/3/18, truly life=1/1/0, GROUP=1087/200/887	hell=21/21/0, GROUP=21/21/0	hell=21/21/0, sheol=65/65/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=8/7/1, bottomless pit=1/1/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=100/99/1	hell=21/21/0, sheol=65/65/0, Sheyul=0/0/0, hades=0/0/0, grave's=0/0/0, the grave=11/0/11, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=16/3/13, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=114/89/25	hell=21/21/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=21/21/0	hell=21/21/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=65/65/0, GROUP=109/86/23	hell=21/21/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, Takhtaya=0/0/0, GROUP=21/21/0	abyss=8/7/1, the deep=28/2/26, great deep=4/0/4, bottomless pit=1/1/0, the pit=49/7/42, depths below=0/0/0, GROUP=90/17/73	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---New-Heart-YHWH	0	GROUP=0/0/0	eternity=3/0/3, eternal=10/8/2, forever=372/47/325, everlasting=127/60/67, evermore=0/0/0, and ever=41/19/22, for ever=11/1/10, always=88/0/88, immortal=2/1/1, age-during=0/0/0, age=48/18/30, ages=12/10/2, of old=47/1/46, world=215/20/195, worlds=0/0/0, long ago=18/2/16, universe=0/0/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=6/1/5, present order=0/0/0, time to come=11/1/10, from the first=8/0/8, all times=13/0/13, the true=16/1/15, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/2/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=21/3/18, truly life=1/1/0, GROUP=1087/200/887	hell=21/21/0, GROUP=21/21/0	hell=21/21/0, sheol=65/65/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=8/7/1, bottomless pit=1/1/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=100/99/1	hell=21/21/0, sheol=65/65/0, Sheyul=0/0/0, hades=0/0/0, grave's=0/0/0, the grave=11/0/11, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=16/3/13, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=114/89/25	hell=21/21/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=21/21/0	hell=21/21/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=65/65/0, GROUP=109/86/23	hell=21/21/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=21/21/0	abyss=8/7/1, the deep=28/2/26, great deep=4/0/4, bottomless pit=1/1/0, the pit=49/7/42, depths below=0/0/0, GROUP=90/17/73	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---One-Unity-Resource-Bible	0	GROUP=0/0/0	eternity=4/0/4, eternal=31/29/2, forever=217/8/209, everlasting=47/0/47, evermore=0/0/0, and ever=16/0/16, for ever=0/0/0, always=45/1/44, immortal=0/0/0, age-during=0/0/0, age=28/10/18, ages=1/0/1, of old=30/1/29, world=110/6/104, worlds=0/0/0, long ago=7/0/7, universe=0/0/0, this life=2/0/2, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=0/0/0, present order=0/0/0, time to come=5/0/5, from the first=2/0/2, all times=10/0/10, the true=5/0/5, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=568/58/510	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=50/41/9, gehenna=12/11/1, gehinnom=0/0/0, hades=4/4/0, abyss=1/1/0, bottomless pit=1/1/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=68/58/10	hell=0/0/0, sheol=50/41/9, hades=4/4/0, grave's=0/0/0, the grave=3/0/3, underworld=0/0/0, place of the dead=44/44/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=10/2/8, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=112/91/21	hell=0/0/0, gehenna=12/11/1, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/11/1	hell=0/0/0, hades=4/4/0, underworld=0/0/0, grave's=0/0/0, grave=7/0/7, sheol=50/41/9, GROUP=61/45/16	hell=0/0/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=0/0/0	abyss=1/1/0, the deep=13/0/13, great deep=3/0/3, bottomless pit=1/1/0, the pit=24/4/20, depths below=0/0/0, GROUP=42/6/36	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=2/0/2, GROUP=2/0/2
