# File Name: IVERSE.txt
# File Size: 891829      
# File Date: 12/23/2024 02:01:04
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2024
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Malayalam---Contemporary	HEB-011-008	എബ്രായർ 11:8	അബ്രാഹാം തനിക്ക് ഓഹരിയായി ലഭിക്കാനിരുന്ന ദേശത്തേക്കു പോകാൻ വിളിക്കപ്പെട്ടപ്പോൾ താൻ എവിടേക്കു പോകുന്നു എന്നറിയാതെ വിശ്വാസത്താൽ അനുസരണയോടെ യാത്രപുറപ്പെട്ടു.
Holy-Bible---Malayalam---Contemporary	EXO-013-017	പുറപ്പാട് 13:17	ഫറവോൻ ജനത്തെ വിട്ടയച്ചപ്പോൾ, ഫെലിസ്ത്യദേശത്തുകൂടിയുള്ള വഴി ദൂരം കുറഞ്ഞതായിരുന്നെങ്കിലും ദൈവം അവരെ ആ വഴിയിൽക്കൂടി നടത്തിയില്ല. “യുദ്ധം നേരിട്ടാൽ അവർക്കു മനംമാറ്റം ഉണ്ടാകുകയും അവർ ഈജിപ്റ്റിലേക്കു മടങ്ങുകയും ചെയ്തേക്കാം,” എന്നു ദൈവം കരുതി.
Holy-Bible---Malayalam---Contemporary	MAR-010-045	മർക്കൊസ് 10:45	മനുഷ്യപുത്രൻ (ഞാൻ) വന്നതോ മറ്റുള്ളവരിൽനിന്ന് ശുശ്രൂഷ സ്വീകരിക്കാനല്ല; മറിച്ച്, മറ്റുള്ളവരെ ശുശ്രൂഷിക്കാനും തന്റെ ജീവൻ അനേകർക്ക് വീണ്ടെടുപ്പുവിലയായി നൽകാനും ആണ്.”
Holy-Bible---Malayalam---Contemporary	ROM-001-001	റോമർ 1:1	ക്രിസ്തുയേശുവിന്റെ ദാസനും അപ്പൊസ്തലനും ദൈവത്തിന്റെ സുവിശേഷം പ്രസംഗിക്കുന്നതിനു നിയോഗിക്കപ്പെട്ടിരിക്കുന്നവനുമായ പൗലോസാണ് ഈ ലേഖനം എഴുതുന്നത്.
Holy-Bible---Malayalam---Contemporary	MAT-028-019	മത്തായി 28:19	അതുകൊണ്ട് നിങ്ങൾ പോയി പിതാവിന്റെയും പുത്രന്റെയും പരിശുദ്ധാത്മാവിന്റെയും നാമത്തിൽ സ്നാനം കഴിപ്പിച്ചും ഞാൻ നിങ്ങളോട് കൽപ്പിച്ചതെല്ലാം അനുവർത്തിക്കാൻ അവരെ ഉപദേശിച്ചുംകൊണ്ട് സകലജനതയെയും എന്റെ ശിഷ്യരാക്കുക.
Holy-Bible---Malayalam---Malayalam-Bible	JOH-003-016	യോഹന്നാൻ ൩:൧൬	തന്റെ ഏകജാതനായ പുത്രനിൽ വിശ്വസിക്കുന്ന ഏവനും നശിച്ചുപോകാതെ നിത്യജീവൻ പ്രാപിക്കേണ്ടതിന് ദൈവം അവനെ നല്കുവാൻ തക്കവണ്ണം ലോകത്തെ സ്നേഹിച്ചു.
Holy-Bible---Malayalam---Malayalam-Bible	GEN-003-024	ഉല്പത്തി ൩:൨൪	ഇങ്ങനെ ദൈവം മനുഷ്യനെ ഇറക്കിവിട്ടു; ജീവന്റെ വൃക്ഷത്തിങ്കലേക്കുള്ള വഴി കാവൽചെയ്യുവാൻ അവിടുന്ന് ഏദെൻ തോട്ടത്തിന് കിഴക്ക് കെരൂബുകളെ എല്ലാ വശത്തേക്കും തിരിഞ്ഞുകൊണ്ടിരിക്കുന്ന ജ്വാലയുള്ള വാളുമായി നിർത്തി.
Holy-Bible---Malayalam---Malayalam-Bible	LUK-023-034	ലൂക്കോസ് ൨൩:൩൪	അപ്പോൾ യേശു: പിതാവേ, ഇവർ ചെയ്യുന്നതു എന്താണെന്ന് അറിയാത്തതുകൊണ്ട് ഇവരോട് ക്ഷമിക്കേണമേ എന്നു പറഞ്ഞു. പിന്നീട് അവർ അവന്റെ വസ്ത്രം പങ്കിടാനായി ചീട്ടിട്ടു.
Holy-Bible---Malayalam---Malayalam-Bible	REV-021-002	വെളിപാട് ൨൧:൨-൩	ഭർത്താവിനായി അണിയിച്ചൊരുക്കിയ മണവാട്ടിയെപ്പോലെ പുതിയ യെരൂശലേം എന്ന വിശുദ്ധനഗരം സ്വർഗ്ഗത്തിൽ, ദൈവസന്നിധിയിൽനിന്ന് തന്നേ, ഇറങ്ങി വരുന്നത് ഞാൻ കണ്ട്. സിംഹാസനത്തിൽനിന്ന് ഒരു മഹാശബ്ദം പറയുന്നതായി ഞാൻ കേട്ടത്: ഇതാ, മനുഷ്യരോടുകൂടെ ദൈവത്തിന്റെ കൂടാരം; അവൻ അവരോടുകൂടെ വസിക്കും; അവർ അവന്റെ ജനമായിരിക്കും; ദൈവം താൻതന്നെ അവരുടെ ദൈവമായി അവരോടുകൂടെ ഇരിക്കും.
Holy-Bible---Malayalam---Malayalam-Bible	HEB-011-008	എബ്രായർ ൧൧:൮	വിശ്വാസത്താൽ അബ്രാഹാം തനിക്കു അവകാശമായി കിട്ടുവാനിരുന്ന ദേശത്തേക്ക് പോകുവാനുള്ള വിളികേട്ടപ്പോൾ, അനുസരണത്തോടെ എവിടേക്ക് പോകുന്നു എന്നറിയാതെ പുറപ്പെട്ടു.
Holy-Bible---Malayalam---Malayalam-Bible	EXO-013-017	പുറപ്പാട് ൧൩:൧൭	ഫറവോൻ ജനത്തെ വിട്ടയച്ച ശേഷം ഫെലിസ്ത്യരുടെ ദേശത്ത് കൂടിയുള്ള വഴി എളുപ്പമായിരുന്നു. എങ്കിലും ജനം യുദ്ധം കാണുമ്പോൾ അനുതപിച്ച് ഈജിപ്റ്റിലേയ്ക്ക് മടങ്ങിപ്പോകുമെന്ന് വിചാരിച്ച് ദൈവം അവരെ അതിലെ കൊണ്ടുപോയില്ല;
Holy-Bible---Malayalam---Malayalam-Bible	MAR-010-045	മർക്കൊസ് ൧൦:൪൫	മനുഷ്യപുത്രൻ ശുശ്രൂഷ ചെയ്യിപ്പാനല്ല, ശുശ്രൂഷിപ്പാനും അനേകർക്കുവേണ്ടി തന്റെ ജീവനെ മറുവിലയായി കൊടുക്കുവാനും അത്രേ വന്നത്” എന്നു പറഞ്ഞു.
Holy-Bible---Malayalam---Malayalam-Bible	ROM-001-001	റോമർ ൧:൧	ദൈവത്തിന്റെ പുത്രനും നമ്മുടെ കർത്താവായ യേശുക്രിസ്തുവിനെക്കുറിച്ചുള്ള ദൈവത്തിന്റെ സുവിശേഷം,
Holy-Bible---Malayalam---Malayalam-Bible	MAT-028-019	മത്തായി ൨൮:൧൯	അതുകൊണ്ട് നിങ്ങൾ പോയി, സകലജാതികളെയും ശിഷ്യരാക്കുകയും, അവരെ പിതാവിന്റെയും പുത്രന്റെയും പരിശുദ്ധാത്മാവിന്റെയും നാമത്തിൽ സ്നാനം കഴിപ്പിക്കുകയും ചെയ്യുവിൻ.
Holy-Bible---Malayalam---Malayalam-Bible-1910	JOH-003-016	യോഹന്നാൻ 3:16	തന്റെ ഏകജാതനായ പുത്രനിൽ വിശ്വസിക്കുന്ന ഏവനും നശിച്ചുപോകാതെ നിത്യജീവൻ പ്രാപിക്കേണ്ടതിന്നു ദൈവം അവനെ നല്കുവാൻ തക്കവണ്ണം ലോകത്തെ സ്നേഹിച്ചു.
Holy-Bible---Malayalam---Malayalam-Bible-1910	GEN-003-024	ഉല്പത്തി 3:24	ഇങ്ങനെ അവൻ മനുഷ്യനെ ഇറക്കിക്കളഞ്ഞു; ജീവന്റെ വൃക്ഷത്തിങ്കലേക്കുള്ള വഴി കാപ്പാൻ അവൻ ഏദെൻ തോട്ടത്തിന്നു കിഴക്കു കെരൂബുകളെ തിരിഞ്ഞുകൊണ്ടിരിക്കുന്ന വാളിന്റെ ജ്വാലയുമായി നിൎത്തി.
Holy-Bible---Malayalam---Malayalam-Bible-1910	LUK-023-034	ലൂക്കോസ് 23:34	എന്നാൽ യേശു: പിതാവേ, ഇവർ ചെയ്യുന്നതു ഇന്നതു എന്നു അറിയായ്കകൊണ്ടു ഇവരോടു ക്ഷമിക്കേണമേ എന്നു പറഞ്ഞു. അനന്തരം അവർ അവന്റെ വസ്ത്രം വിഭാഗിച്ചു ചീട്ടിട്ടു.
Holy-Bible---Malayalam---Malayalam-Bible-1910	REV-021-002	വെളിപാട് 21:2-3	പുതിയ യെരൂശലേം എന്ന വിശുദ്ധനഗരം ഭൎത്താവിന്നായി അലങ്കരിച്ചിട്ടുള്ള മണവാട്ടിയെപ്പോലെ ഒരുങ്ങി സ്വൎഗ്ഗത്തിൽനിന്നു, ദൈവസന്നിധിയിൽനിന്നു തന്നേ, ഇറങ്ങുന്നതും ഞാൻ കണ്ടു. സിംഹാസനത്തിൽനിന്നു ഒരു മഹാശബ്ദം പറയുന്നതായി ഞാൻ കേട്ടതു: ഇതാ, മനുഷ്യരോടു കൂടെ ദൈവത്തിന്റെ കൂടാരം; അവൻ അവരോടുകൂടെ വസിക്കും; അവർ അവന്റെ ജനമായിരിക്കും; ദൈവം താൻ അവരുടെ ദൈവമായി അവരോടുകൂടെ ഇരിക്കും.
Holy-Bible---Malayalam---Malayalam-Bible-1910	HEB-011-008	എബ്രായർ 11:8	വിശ്വാസത്താൽ അബ്രഹാം തനിക്കു അവകാശമായി കിട്ടുവാനിരുന്ന ദേശത്തേക്കു യാത്രയാവാൻ വിളിക്കപ്പെട്ടാറെ അനുസരിച്ചു എവിടേക്കു പോകുന്നു എന്നറിയാതെ പുറപ്പെട്ടു.
Holy-Bible---Malayalam---Malayalam-Bible-1910	EXO-013-017	പുറപ്പാട് 13:17	ഫറവോൻ ജനത്തെ വിട്ടയച്ച ശേഷം ഫെലിസ്ത്യരുടെ ദേശത്തു കൂടിയുള്ള വഴി അടുത്തതു എന്നുവരികിലും ജനം യുദ്ധം കാണുമ്പോൾ പക്ഷേ അനുതപിച്ചു മിസ്രയീമിലേക്കു മടങ്ങിപ്പോകുമെന്നുവെച്ചു ദൈവം അവരെ അതിലെ കൊണ്ടുപോയില്ല;
Holy-Bible---Malayalam---Malayalam-Bible-1910	MAR-010-045	മർക്കൊസ് 10:45	മനുഷ്യപുത്രൻ ശുശ്രൂഷ ചെയ്യിപ്പാനല്ല, ശുശ്രൂഷിപ്പാനും അനേകൎക്കുവേണ്ടി തന്റെ ജീവനെ മറുവിലയായി കൊടുപ്പാനും അത്രെ വന്നതു.
Holy-Bible---Malayalam---Malayalam-Bible-1910	ROM-001-001	റോമർ 1:1	ദൈവം തന്റെ പുത്രനും നമ്മുടെ കൎത്താവുമായ യേശുക്രിസ്തുവിനെക്കുറിച്ചു
Holy-Bible---Malayalam---Malayalam-Bible-1910	MAT-028-019	മത്തായി 28:19	ആകയാൽ നിങ്ങൾ പുറപ്പെട്ടു, പിതാവിന്റെയും പുത്രന്റെയും പരിശുദ്ധാത്മാവിന്റെയും നാമത്തിൽ സ്നാനം കഴിപ്പിച്ചും
Holy-Bible---Manipuri---Meitei-Bible	JOH-003-016	John 3:16	Tengban Mapuna taibangpanbabu asukki matik nungsibire aduna mahakki amatta ngairaba Machanupa adu pibire, maram aduna Machanupa adubu thajaba mi khudingna mangdaduna lomba naidaba hingba phangjananabani.
Holy-Bible---Manipuri---Meitei-Bible	GEN-003-024		
Holy-Bible---Manipuri---Meitei-Bible	LUK-023-034	Luke 23:34	Adudagi Jisuna hairak-i, “Ipa, makhoibu kokpiyu, maramdi makhoina kari touribano haibadu makhoina khangjade.” Aduga lanmising aduna Ibungogi phironsing adubu laibak chang yengnaduna yennarammi.
Holy-Bible---Manipuri---Meitei-Bible	REV-021-002	Phongdokpiba 21:2-3	Aduga Asengba Sahar, anouba Jerusalem aduna mahakki mapuroibagidamak ningthina set chaduna thourang tourabi keinya amagum Tengban Mapugi swargadagi kumtharakpa eina ure. Amasung phambal adudagi ahouba khonjel amana asumna hairakpa eina tare, “Yeng-u! Tengban Mapugi leipham adu houjikti misinggi marakta leirare, aduga Ibungo mahakna makhoiga leiminnagani. Makhoi Ibungo magi mising oigani, aduga Tengban Mapu masamakna makhoiga leiminnagani aduga mahak makhoigi Tengban Mapu oigani.
Holy-Bible---Manipuri---Meitei-Bible	HEB-011-008	Hebrew 11:8	Tengban Mapuna pibigani haina wasakpikhiba leibak amada chatnaba Tengban Mapuna koubibada thajabagi mapanna Abraham-bu haiba ilhankhi. Mahakna kadaida chatlibano haiba khangdana masamakki leibak mahakna thadoklammi.
Holy-Bible---Manipuri---Meitei-Bible	EXO-013-017		
Holy-Bible---Manipuri---Meitei-Bible	MAR-010-045	Mark 10:45	Maramdi Migi Machanupa adu phaoba masabu thougal touhannaba lakpa natte adubu misingbu thougal tounanaba aduga mayamgi thadokmal oina mahakki thawai pinabiba lakpani.”
Holy-Bible---Manipuri---Meitei-Bible	ROM-001-001	Rome 1:1	Christta Jisugi manai, pakhonchatpa ama oina koubiraba amadi Tengban Mapugi Aphaba Paogidamak khaidokpiraba Paul-dagini.
Holy-Bible---Manipuri---Meitei-Bible	MAT-028-019	Matthew 28:19	Maram aduna nakhoina chattuna phurup pumnamakpu eigi tung-inba semmu: Aduga makhoibu Mapa, Machanupa amasung Thawai Asengbagi mingda baptize tou.
Holy-Bible---Maori---Maori-Bible	JOH-003-016	Hoani 3:16	Koia ano te aroha o te Atua ki te ao, homai ana e ia tana Tama kotahi, kia kahore ai e ngaro te tangata e whakapono ana ki a ia, engari kia whiwhi ai ki te ora tonu.
Holy-Bible---Maori---Maori-Bible	GEN-003-024	Kenehi 3:24	Heoi peia ana e ia te tangata; a whakanohoia ana ki te taha ki te rawhiti o te kari o Erene tetahi Kerupima, me tetahi hoari mura, he mea piupiu tonu ki tetahi taha, ki tetahi taha, hei tiaki i te huarahi ki te rakau o te ora.
Holy-Bible---Maori---Maori-Bible	LUK-023-034	Ruka 23:34	Na ka mea a Ihu, E Pa, houhia te rongo ki a ratou: kahore hoki ratou e mohio ki ta ratou e mea nei. A wehewehea ana ona kakahu e ratou he mea maka ki te rota.
Holy-Bible---Maori---Maori-Bible	REV-021-002	Whakakitenga 21:2-3	I kite ano ahau i te pa tapu, i Hiruharama hou, e heke iho ana i te rangi i te Atua, rite rawa, ano he wahine marena hou kua oti te whakapaipai mo tana tane. I rongo ano ahau i te reo nui i te rangi e mea ana, Na, kei nga tangata te tapenakara o te Atua, a e noho ia ki a ratou, ko ratou hoki hei iwi mana, ko te Atua nei ano hei a ratou, hei Atua mo ratou:
Holy-Bible---Maori---Maori-Bible	HEB-011-008	Hiperu 11:8	Na te whakapono a Aperahama i ngohengohe ai, i tona karangatanga kia haere ki te wahi meake riro i a ia hei kainga; a haere ana ia, te matau ki te wahi e haere ai ia.
Holy-Bible---Maori---Maori-Bible	EXO-013-017	Ekoruhe 13:17	A, i te tukunga o te iwi e Parao, kihai a Ihowa i arahi i a ratou na te huarahi i te whenua o nga Pirihitini, ahakoa tata tera: i mea hoki te Atua, Kei awangawanga te iwi, ua kite ratou i te pakanga, a ka hoki ki Ihipa:
Holy-Bible---Maori---Maori-Bible	MAR-010-045	Maka 10:45	Kihai nei hoki te Tama a te tangata i haere mai kia mahia he mea mana, engari kia mahi ia, kia tuku hoki i a ia kia mate hei utu mo nga tangata tokomaha.
Holy-Bible---Maori---Maori-Bible	ROM-001-001	Roma 1:1	Na Paora, na te pononga a Ihu Karaiti, i karangatia hei apotoro, i motuhia ki te rongopai a te Atua,
Holy-Bible---Maori---Maori-Bible	MAT-028-019	Matiu 28:19	Na reira haere, meinga hei akonga nga iwi katoa, iriiria i runga i te ingoa o te Matua, o te Tama, o te Wairua tapu:
Holy-Bible---Marathi---Marathi-Bible	JOH-003-016	योहान ३:१६	कारण देवाने जगावर एवढी प्रीती केली की, त्याने आपला एकुलता एक पुत्र दिला यासाठी की, जो कोणी त्याच्यावर विश्वास ठेवतो त्याचा नाश होऊ नये तर त्यास सार्वकालिक जीवन मिळावे.
Holy-Bible---Marathi---Marathi-Bible	GEN-003-024	उत्पत्ति ३:२४	देवाने मनुष्यास बागेतून घालवले, आणि जीवनाच्या झाडाचे रक्षण करण्यासाठी त्याने एदेन बागेच्या पूर्वेकडे करुब ठेवले, आणि सर्व दिशांनी गरगर फिरणारी ज्वालारूप एक तलवार ठेवली.
Holy-Bible---Marathi---Marathi-Bible	LUK-023-034	लूक २३:३४	नंतर येशू म्हणाला, “हे पित्या, त्यांची क्षमा कर, कारण ते काय करतात हे त्यांना समजत नाही.” त्यांनी चिठ्ठ्या टाकून त्याचे कपडे वाटून घेतले.
Holy-Bible---Marathi---Marathi-Bible	REV-021-002	प्रक. २१:२-३	आणि मी ती पवित्र नगरी, नवे यरूशलेम, देवाकडून स्वर्गातून खाली येत असलेली बघितली. ती वरासाठी साज चढवून सजविलेल्या वधूप्रमाणे दिसत होती; आणि मी राजासनातून एक मोठी वाणी ऐकली; ती म्हणालीः “पाहा, देवाचा मंडप मनुष्यांत आहे, तो त्यांच्याबरोबर वस्ती करील; ते त्याचे लोक होतील आणि देव स्वतः त्यांच्याबरोबर राहील
Holy-Bible---Marathi---Marathi-Bible	HEB-011-008	इब्री ११:८	विश्वासाने, अब्राहामाने, त्यास जे ठिकाण वतन मिळणार होते तिकडे जाण्यास त्यास बोलवण्यात आले तेव्हा आज्ञा मानली. तो कोठे जाणार होता हे त्यास माहीत नसताना तो निघाला.
Holy-Bible---Marathi---Marathi-Bible	EXO-013-017	निर्गम १३:१७	फारोने लोकांस जाऊ दिले, परंतु परमेश्वराने लोकांस पलिष्टी लोकांच्या देशातून जवळची वाट असताना देखील त्यातून जाऊ दिले नाही “युध्द प्रसंग पाहून हे लोक माघार घेऊन मिसर देशाला परत जातील, असे देवाला वाटले.”
Holy-Bible---Marathi---Marathi-Bible	MAR-010-045	मार्क १०:४५	कारण मनुष्याचा पुत्रही सेवा करून घ्यावयास नाही तर तो सेवा करावयास आला आहे, पुष्कळांच्या खंडणीकरिता आपला जीव देण्यासाठी आला आहे.”
Holy-Bible---Marathi---Marathi-Bible	ROM-001-001	रोम. १:१	प्रेषित होण्यास बोलावलेला, येशू ख्रिस्ताचा दास, देवाच्या सुवार्तेसाठी वेगळा केलेला, पौल ह्याजकडून;
Holy-Bible---Marathi---Marathi-Bible	MAT-028-019	मत्तय २८:१९	म्हणून तुम्ही जा आणि राष्ट्रांतील लोकांस माझे शिष्य करा. पिता, पुत्र आणि पवित्र आत्मा यांच्या नावाने बाप्तिस्मा द्या.
Holy-Bible---Munda---Munda-Bible	JOH-003-016	ଯୋହାନ୍‌ ୩:୧୬	ମେନ୍‌ଦ ପାର୍‌ମେଶ୍ୱାର୍‌ ଅତେଦିଶୁମ୍‌କେ ପୁରାଃଗି ଦୁଲାଡ଼୍‌କେଦାଏ ଆଡଃ ଆୟାଃ ମିଆଁଦ୍‌ଗି ଦୁଲାଡ଼୍‌ହନ୍‌କେ ଏମ୍‍କିୟାଏ, ଇନିଃରେ ବିଶ୍ୱାସ୍‌ତାନ୍‍କଦ କାକ ଜିୟନଃଆ ମେନ୍‌ଦ ଜାନାଅରେୟାଃ ଜୀଦାନ୍‌କ ନାମେୟା ।
Holy-Bible---Munda---Munda-Bible	GEN-003-024		
Holy-Bible---Munda---Munda-Bible	LUK-023-034	ଲୁକ ୨୩:୩୪	ଏନ୍ତେ ୟୀଶୁ ମେନ୍‌କେଦାଏ, “ହେ ଆବା ଇନ୍‌କୁକେ ଛାମାକମେଁ, ଚିୟାଃଚି ଇନ୍‌କୁ ଚିନାଃ କାମିତାନାକ ଏନା କାକ ସାରିତାନା ।” ଆଡଃ ଚିଠା ଉୟୁଃକେଦ୍‌ତେ ଇନିୟାଃ ଲିଜାଃକେ ହାଟିଙ୍ଗ୍‌କେଦାଃକ ।
Holy-Bible---Munda---Munda-Bible	REV-021-002	ଉନୁଦୁବ୍‌ କାଜି ୨୧:୨-୩	ଏନ୍ତେ ଆଇଙ୍ଗ୍‌ ସିର୍ମାରେନ୍‌ ପାର୍‌ମେଶ୍ୱାର୍‌ତାଃଏତେ ପାବିତାର୍‌ ନାଗାର୍‌ ଲାତାର୍‌ତେ ଆଡ଼୍‌ଗୁଃତାନ୍‌ ନେଲ୍‌କେଦାଇଙ୍ଗ୍‌ । ନେ ପାବିତାର୍‌ ନାଗାର୍‌ଗି ନାୱା ଯୀରୁଶାଲେମ୍‌ ତାନାଃ । କଡ଼ା ନାଗେନ୍ତେ କୁଡ଼ି ଜେ'ଲେକା ସିଙ୍ଗ୍‌ରାଅକାନ୍‌ଗି ତାଇନାଃ, ଏନ୍‌ଲେକାଗି ନେଆଁ ସାପ୍‌ଡ଼ାଅକାନ୍‌ ତାଇକେନା । ଆଡଃ ସିର୍ମାରେୟାଃ ରାଜ୍‌ଗାଦିଏତେ ମିଆଁଦ୍‌ ଲାବ୍‌ଜା ଆୟୁମ୍‌କେଦାଇଙ୍ଗ୍‌, “ନାହାଃଁଦ ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ତାଇନଃ ଠାୟାଦ୍‌ ହଡ଼କ ଥାଲାରେ ମେନାଃ, ଇନିଃ ଇନ୍‌କୁଆଃ ଥାଲାରେ ତାଇନା ଆଡଃ ଇନ୍‌କୁ ଆୟାଃ ହଡ଼କ ହବାଅଆଃକ । ପାର୍‌ମେଶ୍ୱାର୍‌ ଇନ୍‌କୁଲଃ ତାଇନାଏ ଆଡଃ ଇନ୍‌କୁଆଃ ପାର୍‌ମେଶ୍ୱାର୍‌ ହବାଅଆଃଏ ।
Holy-Bible---Munda---Munda-Bible	HEB-011-008	ଏବ୍ରୀ ୧୧:୮	ପାର୍‌ମେଶ୍ୱାର୍‌ ଆବ୍ରାହାମ୍‌କେ ଅକନ୍‌ ଦିଶୁମ୍‌ ଏମାମେୟାଁଇଙ୍ଗ୍‌ ମେନ୍ତେ ବାନାର୍‌ସା ଏମାକାଇ ତାଇକେନାଏ, ଏନ୍‌ ଦିଶୁମ୍‌ତେ ସେନଃ ନାଗେନ୍ତେ ପାର୍‌ମେଶ୍ୱାର୍‌ କେଡ଼ାକିଃ ଇମ୍‌ତା ଆବ୍ରାହାମ୍‌ ବିଶ୍ୱାସ୍‌ତେ ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଆନାଚୁ ଆୟୁମ୍‌କେଦାଏ, ଆଡଃ ଆଇଃକ୍‌କେ କତାଃତେ ସେନ୍‌ ଲାଗାତିଙ୍ଗ୍‌ୟାଁଃ ଏନାହ ବେଗାର୍‌ ସାରିତେ ଇନିଃ ଆୟାଃ ଦିଶୁମ୍‌କେ ବାଗିକେଦ୍‌ତେ ଅଡଙ୍ଗ୍‌ୟାନା ।
Holy-Bible---Munda---Munda-Bible	EXO-013-017		
Holy-Bible---Munda---Munda-Bible	MAR-010-045	ମାର୍କ ୧୦:୪୫	ଆଇଙ୍ଗ୍‌ ମାନୱାହନ୍‌, ସୁସାର୍‌ନାମେ ନାଗେନ୍ତେଦ କା, ମେନ୍‌ଦ ସୁସାର୍‌ ନାଗେନ୍ତେ ଆଡଃ ଆଇଁୟାଃ ଜୀଉ ପୁରାଃ ହଡ଼କଆଃ ଦାଣେଁ ଗନଙ୍ଗ୍‌ ଏମ୍‌ପୁରା ନାଗେନ୍ତେଇଙ୍ଗ୍‌ ହିଜୁଃକାନା ।”
Holy-Bible---Munda---Munda-Bible	ROM-001-001	ରୋମି ୧:୧	ପାଉଲୁସ୍‌, ଖ୍ରୀଷ୍ଟ୍‌ ୟୀଶୁଆଃ ଦାସି ଆଡଃ ସାଲାକେଦ୍‌ତେ କୁଲାକାନ୍‌ନିଃ ଆଡଃ ସୁକୁକାଜି ଉଦୁବ୍‌ ନାଗେନ୍ତେ ପାର୍‌ମେଶ୍ୱାର୍‌ତେ କେଡ଼ାକାନ୍‌ନିଃ ତାନିଃ ।
Holy-Bible---Munda---Munda-Bible	MAT-028-019	ମାଥିଉ ୨୮:୧୯	ଏନାମେନ୍ତେ ସେନଃପେ ଆଡଃ ଅତେଦିଶୁମ୍‌ରେନ୍‌ ସବେନ୍‌ ହଡ଼କକେ ଆଇଁୟାଃ ଚେଲା ବାଇକପେ ଆଡଃ ଇନ୍‌କୁକେ ଆପୁ, ହନ୍‌ ଆଡଃ ପାବିତାର୍‌ ଆତ୍ମାରାଃ ନୁତୁମ୍‌ତେ ବାପ୍ତିସ୍ମାକପେ ।
Holy-Bible---Mwera---Mwera-Bible	JOH-003-016	Yowana 3:16	Pabha a Nnungu bhashinkwaapinganga bhandu pa shilambolyo, mpaka gubhampeleshe mwanagwabho jwa jika, nkupinga jojowe shankulupalile anaobhe, ikabhe akole gumi gwa pitipiti.
Holy-Bible---Mwera---Mwera-Bible	GEN-003-024		
Holy-Bible---Mwera---Mwera-Bible	LUK-023-034	Luka 23:34	A Yeshu gubhashite, “Atati mwaaleshelelanje, pabha bhakakwimanyanga ibhatendanga.” Gubhagebhenenje nngubho yabho kwa tendela shikoma.
Holy-Bible---Mwera---Mwera-Bible	REV-021-002	Nng'ibhulo 21:2-3	Gunishibhwene shilambo sha ukonjelo, ku Yelushalemu kwa ambi, kulituluka kukopoka kunnungu kwa a Nnungu, shieleywe ukoto mbuti mwali jwa shilombani, awashiywe kupinga aimane naka mbujegwe. Na gumbilikene lilobhe likulungwa kukopoka ku shitengu sha ukulungwa lilinkuti, “Nnole! Ndamo ja a Nnungu jili pamo na bhandunji. Shibhatende ndamo jabho pamo na bhanganyabho, shibhabhanganje bhandu bhabho, nabhalabho shibhabhe a Nnungu bhabhonji.
Holy-Bible---Mwera---Mwera-Bible	HEB-011-008	Bhaebhulania 11:8	Kwa ngulupai, a Bhulaimu bhashinkukunda pubhashemilwe na a Nnungu bhajende kushilambo shibhalajilwe kupegwa kwa miadi shibhe ulishi gwabho. Gubhaleshile shilambo shabho, bhali bhakakukumanya kubhakwenda.
Holy-Bible---Mwera---Mwera-Bible	EXO-013-017		
Holy-Bible---Mwera---Mwera-Bible	MAR-010-045	Maliko 10:45	Pabha nne Mwana juka Mundu nangaika kuutumishilwa, ikabhe kutumishila na shoya gumi gwangu kwa ligongo lya kwaagombolanga bhandu bhabhagwinji.”
Holy-Bible---Mwera---Mwera-Bible	ROM-001-001	Bhaloma 1:1	Nne Pauli ntumwa jwa a Yeshu Kilishitu, njemilwe na a Nnungu kubha ntume jwa lunguya Ngani ja Mmbone.
Holy-Bible---Mwera---Mwera-Bible	MAT-028-019	Matei 28:19	Bhai, nnjendangane nkaatendanje bhandunji bha ilambo yowe bhabhe bhaajiganywa bhangu, nnikwabhatishanga kwa lina lya Atati na lika Mwana na Mbumu jwa Ukonjelo,
Holy-Bible---Myanmar---Burmese-Common-Bible	JOH-003-016	ယောဟန် ၃:၁၆	ဘု​ရား​သ​ခင်​သည်​လော​က​သား​တို့​ကို​လွန်​စွာ ချစ်​တော်​မူ​သ​ဖြင့် သား​တော်​အား​ယုံ​ကြည်​သူ အ​ပေါင်း​တို့​သည်​ပျက်​စီး​ဆုံး​ပါး​ခြင်း​မ​ရှိ ဘဲ ထာ​ဝ​ရ​အ​သက်​ကို​ရ​စေ​ခြင်း​ငှာ မိ​မိ ၏​တစ်​ပါး​တည်း​သော​သား​တော်​ကို​စွန့်​တော် မူ​၏။-
