# File Name: SKIPPED.txt
# File Size: 1160274     
# File Date: 03/30/2021 19:33:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	025	Stans autem Azarias oravit sic, aperiensque os suum in medio ignis, ait:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	026	[Benedictus es, Domine Deus patrum nostrorum, et laudabile, et gloriosum nomen tuum in sæcula:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	027	quia justus es in omnibus, quæ fecisti nobis, et universa opera tua vera, et viæ tuæ rectæ, et omnia judicia tua vera.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	028	Judicia enim vera fecisti juxta omnia, quæ induxisti super nos, et super civitatem sanctam patrum nostrorum Jerusalem: quia in veritate et in judicio induxisti omnia hæc propter peccata nostra.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	029	Peccavimus enim, et inique egimus recedentes a te, et deliquimus in omnibus:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	030	et præcepta tua non audivimus, nec observavimus, nec fecimus sicut præceperas nobis ut bene nobis esset.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	031	Omnia ergo, quæ induxisti super nos, et universa quæ fecisti nobis, in vero judicio fecisti;
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	032	et tradidisti nos in manibus inimicorum nostrorum iniquorum, et pessimorum, prævaricatorumque, et regi injusto, et pessimo ultra omnem terram.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	033	Et nunc non possumus aperire os: confusio, et opprobrium facti sumus servis tuis, et his qui colunt te.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	034	Ne, quæsumus, tradas nos in perpetuum propter nomen tuum, et ne dissipes testamentum tuum:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	035	neque auferas misericordiam tuam a nobis, propter Abraham, dilectum tuum, et Isaac, servum tuum, et Israël, sanctum tuum,
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	036	quibus locutus es pollicens quod multiplicares semen eorum sicut stellas cæli, et sicut arenam quæ est in littore maris;
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	037	quia, Domine, imminuti sumus plus quam omnes gentes, sumusque humiles in universa terra hodie propter peccata nostra.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	038	Et non est in tempore hoc princeps, et dux, et propheta, neque holocaustum, neque sacrificium, neque oblatio, neque incensum, neque locus primitiarum coram te,
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	039	ut possimus invenire misericordiam tuam, sed in animo contrito, et spiritu humilitatis suscipiamur.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	040	Sicut in holocausto arietum, et taurorum, et sicut in millibus agnorum pinguium, sic fiat sacrificium nostrum in conspectu tuo hodie, ut placeat tibi, quoniam non est confusio confidentibus in te.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	041	Et nunc sequimur te in toto corde; et timemus te, et quærimus faciem tuam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	042	Nec confundas nos, sed fac nobiscum juxta mansuetudinem tuam, et secundum multitudinem misericordiæ tuæ.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	043	Et erue nos in mirabilibus tuis, et da gloriam nomini tuo, Domine;
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	044	et confundantur omnes qui ostendunt servis tuis mala: confundantur in omni potentia tua, et robur eorum conteratur:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	045	et sciant quia tu es Dominus Deus solus, et gloriosus super orbem terrarum.]
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	046	Et non cessabant qui miserant eos ministri regis succendere fornacem, naphtha, et stuppa, et pice, et malleolis,
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	047	et effundebatur flamma super fornacem cubitis quadraginta novem:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	048	et erupit, et incendit quos reperit juxta fornacem de Chaldæis.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	049	Angelus autem Domini descendit cum Azaria, et sociis ejus in fornacem: et excussit flammam ignis de fornace,
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	050	et fecit medium fornacis quasi ventum roris flantem, et non tetigit eos omnino ignis, neque contristavit, nec quidquam molestiæ intulit.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	051	Tunc hi tres quasi ex uno ore laudabant, et glorificabant, et benedicebant Deum in fornace, dicentes:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	052	[Benedictus es, Domine Deus patrum nostrorum: et laudabilis, et gloriosus, et superexaltatus in sæcula. Et benedictum nomen gloriæ tuæ sanctum: et laudabile, et superexaltatum in omnibus sæculis.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	053	Benedictus es in templo sancto gloriæ tuæ: et superlaudabilis, et supergloriosus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	054	Benedictus es in throno regni tui: et superlaudabilis, et superexaltatus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	055	Benedictus es, qui intueris abyssos, et sedes super cherubim: et laudabilis, et superexaltatus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	056	Benedictus es in firmamento cæli: et laudabilis et gloriosus in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	057	Benedicite, omnia opera Domini, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	058	Benedicite, angeli Domini, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	059	Benedicite, cæli, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	060	Benedicite, aquæ omnes, quæ super cælos sunt, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	061	Benedicite, omnes virtutes Domini, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	062	Benedicite, sol et luna, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	063	Benedicite, stellæ cæli, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	064	Benedicite, omnis imber et ros, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	065	Benedicite, omnes spiritus Dei, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	066	Benedicite, ignis et æstus, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	067	Benedicite, frigus et æstus, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	068	Benedicite, rores et pruina, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	069	Benedicite, gelu et frigus, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	070	Benedicite, glacies et nives, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	071	Benedicite, noctes et dies, Domino laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	072	Benedicite, lux et tenebræ, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	073	Benedicite, fulgura et nubes, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	074	Benedicat terra Dominum: laudet et superexaltet eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	075	Benedicite, montes et colles, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	076	Benedicite, universa germinantia in terra, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	077	Benedicite, fontes, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	078	Benedicite, maria et flumina, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	079	Benedicite, cete, et omnia quæ moventur in aquis, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	080	Benedicite, omnes volucres cæli, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	081	Benedicite, omnes bestiæ et pecora, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	082	Benedicite, filii hominum, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	083	Benedicat Israël Dominum: laudet et superexaltet eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	084	Benedicite, sacerdotes Domini, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	085	Benedicite, servi Domini, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	086	Benedicite, spiritus et animæ justorum, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	087	Benedicite, sancti et humiles corde, Domino: laudate et superexaltate eum in sæcula.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	088	Benedicite, Anania, Azaria, Misaël, Domino: laudate et superexaltate eum in sæcula: quia eruit nos de inferno, et salvos fecit de manu mortis: et liberavit nos de medio ardentis flammæ, et de medio ignis eruit nos.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	089	Confitemini Domino, quoniam bonus: quoniam in sæculum misericordia ejus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	003	090	Benedicite, omnes religiosi, Domino Deo deorum: laudate et confitemini ei, quia in omnia sæcula misericordia ejus.]
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	001	Et erat vir habitans in Babylone, et nomen ejus Joakim:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	002	et accepit uxorem nomine Susannam, filiam Helciæ, pulchram nimis, et timentem Deum:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	003	parentes enim illius, cum essent justi, erudierunt filiam suam secundum legem Moysi.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	004	Erat autem Joakim dives valde, et erat ei pomarium vicinum domui suæ: et ad ipsum confluebant Judæi, eo quod esset honorabilior omnium.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	005	Et constituti sunt de populo duo senes judices in illo anno, de quibus locutus est Dominus: Quia egressa est iniquitas de Babylone a senioribus judicibus, qui videbantur regere populum.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	006	Isti frequentabant domum Joakim, et veniebant ad eos omnes qui habebant judicia.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	007	Cum autem populus revertisset per meridiem, ingrediebatur Susanna, et deambulabat in pomario viri sui.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	008	Et videbant eam senes quotidie ingredientem et deambulantem, et exarserunt in concupiscentiam ejus:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	009	et everterunt sensum suum, et declinaverunt oculos suos ut non viderent cælum, neque recordarentur judiciorum justorum.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	010	Erant ergo ambo vulnerati amore ejus, nec indicaverunt sibi vicissim dolorem suum:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	011	erubescebant enim indicare sibi concupiscentiam suam, volentes concumbere cum ea.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	012	Et observabant quotidie sollicitius videre eam. Dixitque alter ad alterum:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	013	Eamus domum, quia hora prandii est. Et egressi, recesserunt a se.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	014	Cumque revertissent, venerunt in unum: et sciscitantes ab invicem causam, confessi sunt concupiscentiam suam: et tunc in communi statuerunt tempus quando eam possent invenire solam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	015	Factum est autem, cum observarent diem aptum, ingressa est aliquando sicut heri et nudiustertius, cum duabus solis puellis, voluitque lavari in pomario: æstus quippe erat:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	016	et non erat ibi quisquam, præter duos senes absconditos, et contemplantes eam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	017	Dixit ergo puellis: Afferte mihi oleum, et smigmata, et ostia pomarii claudite, ut laver.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	018	Et fecerunt sicut præceperat: clauseruntque ostia pomarii, et egressæ sunt per posticum ut afferrent quæ jusserat; nesciebantque senes intus esse absconditos.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	019	Cum autem egressæ essent puellæ, surrexerunt duo senes, et accurrerunt ad eam, et dixerunt:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	020	Ecce ostia pomarii clausa sunt, et nemo nos videt, et nos in concupiscentia tui sumus: quam ob rem assentire nobis, et commiscere nobiscum.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	021	Quod si nolueris, dicemus contra te testimonium, quod fuerit tecum juvenis, et ob hanc causam emiseris puellas a te.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	022	Ingemuit Susanna, et ait: Angustiæ sunt mihi undique: si enim hoc egero, mors mihi est: si autem non egero, non effugiam manus vestras.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	023	Sed melius est mihi absque opere incidere in manus vestras, quam peccare in conspectu Domini.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	024	Et exclamavit voce magna Susanna: exclamaverunt autem et senes adversus eam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	025	Et cucurrit unus ad ostia pomarii, et aperuit.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	026	Cum ergo audissent clamorem famuli domus in pomario, irruerunt per posticum ut viderent quidnam esset.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	027	Postquam autem senes locuti sunt, erubuerunt servi vehementer, quia numquam dictus fuerat sermo hujuscemodi de Susanna. Et facta est dies crastina.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	028	Cumque venisset populus ad Joakim virum ejus, venerunt et duo presbyteri, pleni iniqua cogitatione adversus Susannam ut interficerent eam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	029	Et dixerunt coram populo: Mittite ad Susannam filiam Helciæ uxorem Joakim. Et statim miserunt.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	030	Et venit cum parentibus, et filiis, et universis cognatis suis.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	031	Porro Susanna erat delicata nimis, et pulchra specie.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	032	At iniqui illi jusserunt ut discooperiretur (erat enim cooperta), ut vel sic satiarentur decore ejus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	033	Flebant igitur sui, et omnes qui noverant eam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	034	Consurgentes autem duo presbyteri in medio populi, posuerunt manus suas super caput ejus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	035	Quæ flens suspexit ad cælum: erat enim cor ejus fiduciam habens in Domino.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	036	Et dixerunt presbyteri: Cum deambularemus in pomario soli, ingressa est hæc cum duabus puellis: et clausit ostia pomarii, et dimisit a se puellas.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	037	Venitque ad eam adolescens, qui erat absconditus, et concubuit cum ea.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	038	Porro nos cum essemus in angulo pomarii, videntes iniquitatem, cucurrimus ad eos, et vidimus eos pariter commisceri.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	039	Et illum quidem non quivimus comprehendere, quia fortior nobis erat, et apertis ostiis exilivit:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	040	hanc autem cum apprehendissemus, interrogavimus, quisnam esset adolescens, et noluit indicare nobis: hujus rei testes sumus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	041	Credidit eis multitudo quasi senibus et judicibus populi, et condemnaverunt eam ad mortem.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	042	Exclamavit autem voce magna Susanna, et dixit: Deus æterne, qui absconditorum es cognitor, qui nosti omnia antequam fiant,
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	043	tu scis quoniam falsum testimonium tulerunt contra me: et ecce morior, cum nihil horum fecerim, quæ isti malitiose composuerunt adversum me.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	044	Exaudivit autem Dominus vocem ejus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	045	Cumque duceretur ad mortem, suscitavit Dominus spiritum sanctum pueri junioris, cujus nomen Daniel:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	046	et exclamavit voce magna: Mundus ego sum a sanguine hujus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	047	Et conversus omnis populus ad eum, dixit: Quis est iste sermo, quem tu locutus es?
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	048	Qui cum staret in medio eorum, ait: Sic fatui filii Israël, non judicantes, neque quod verum est cognoscentes, condemnastis filiam Israël?
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	049	revertimini ad judicium, quia falsum testimonium locuti sunt adversus eam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	050	Reversus est ergo populus cum festinatione, et dixerunt ei senes: Veni, et sede in medio nostrum, et indica nobis: quia tibi Deus dedit honorem senectutis.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	051	Et dixit ad eos Daniel: Separate illos ab invicem procul, et dijudicabo eos.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	052	Cum ergo divisi essent alter ab altero, vocavit unum de eis, et dixit ad eum: Inveterate dierum malorum, nunc venerunt peccata tua, quæ operabaris prius:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	053	judicans judicia injusta, innocentes opprimens, et dimittens noxios, dicente Domino: Innocentem et justum non interficies.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	054	Nunc ergo, si vidisti eam, dic sub qua arbore videris eos colloquentes sibi. Qui ait: Sub schino.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	055	Dixit autem Daniel: Recte mentitus es in caput tuum: ecce enim angelus Dei, accepta sententia ab eo, scindet te medium.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	056	Et, amoto eo, jussit venire alium, et dixit ei: Semen Chanaan, et non Juda, species decepit te, et concupiscentia subvertit cor tuum:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	057	sic faciebatis filiabus Israël, et illæ timentes loquebantur vobis: sed filia Juda non sustinuit iniquitatem vestram.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	058	Nunc ergo, dic mihi sub qua arbore comprehenderis eos loquentes sibi. Qui ait: Sub prino.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	059	Dixit autem ei Daniel: Recte mentitus es et tu in caput tuum: manet enim angelus Domini, gladium habens, ut secet te medium, et interficiat vos.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	060	Exclamavit itaque omnis cœtus voce magna, et benedixerunt Deum, qui salvat sperantes in se.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	061	Et consurrexerunt adversus duos presbyteros (convicerat enim eos Daniel ex ore suo falsum dixisse testimonium), feceruntque eis sicut male egerant adversus proximum,
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	062	ut facerent secundum legem Moysi. Et interfecerunt eos, et salvatus est sanguis innoxius in die illa.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	063	Helcias autem et uxor ejus laudaverunt Deum pro filia sua Susanna cum Joakim marito ejus, et cognatis omnibus, quia non esset inventa in ea res turpis.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	064	Daniel autem factus est magnus in conspectu populi a die illa, et deinceps.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	013	065	Et rex Astyages appositus est ad patres suos, et suscepit Cyrus Perses regnum ejus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	001	Erat autem Daniel conviva regis, et honoratus super omnes amicos ejus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	002	Erat quoque idolum apud Babylonios nomine Bel: et impendebantur in eo per dies singulos similæ artabæ duodecim, et oves quadraginta, vinique amphoræ sex.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	003	Rex quoque colebat eum, et ibat per singulos dies adorare eum: porro Daniel adorabat Deum suum. Dixitque ei rex: Quare non adoras Bel?
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	004	Qui respondens ait ei: Quia non colo idola manufacta, sed viventem Deum, qui creavit cælum, et terram, et habet potestatem omnis carnis.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	005	Et dixit rex ad eum: Non videtur tibi esse Bel vivens deus? an non vides quanta comedat et bibat quotidie?
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	006	Et ait Daniel arridens: Ne erres, rex: iste enim intrinsecus luteus est, et forinsecus æreus, neque comedit aliquando.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	007	Et iratus rex vocavit sacerdotes ejus, et ait eis: Nisi dixeritis mihi quis est qui comedat impensas has, moriemini.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	008	Si autem ostenderitis quoniam Bel comedat hæc, morietur Daniel, quia blasphemavit in Bel. Et dixit Daniel regi: Fiat juxta verbum tuum.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	009	Erant autem sacerdotes Bel septuaginta, exceptis uxoribus, et parvulis, et filiis. Et venit rex cum Daniele in templum Bel.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	010	Et dixerunt sacerdotes Bel: Ecce nos egredimur foras: et tu, rex, pone escas, et vinum misce, et claude ostium, et signa annulo tuo:
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	011	et cum ingressus fueris mane, nisi inveneris omnia comesta a Bel, morte moriemur, vel Daniel qui mentitus est adversum nos.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	012	Contemnebant autem, quia fecerant sub mensa absconditum introitum, et per illum ingrediebantur semper, et devorabant ea.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	013	Factum est igitur postquam egressi sunt illi, rex posuit cibos ante Bel: præcepit Daniel pueris suis, et attulerunt cinerem, et cribravit per totum templum coram rege: et egressi clauserunt ostium, et signantes annulo regis abierunt.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	014	Sacerdotes autem ingressi sunt nocte juxta consuetudinem suam, et uxores et filii eorum, et comederunt omnia, et biberunt.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	015	Surrexit autem rex primo diluculo, et Daniel cum eo.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	016	Et ait rex: Salvane sunt signacula, Daniel? Qui respondit: Salva, rex.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	017	Statimque cum aperuisset ostium, intuitus rex mensam, exclamavit voce magna: Magnus es, Bel, et non est apud te dolus quisquam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	018	Et risit Daniel, et tenuit regem ne ingrederetur intro: et dixit: Ecce pavimentum: animadverte cujus vestigia sint hæc.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	019	Et dixit rex: Video vestigia virorum, et mulierum, et infantium. Et iratus est rex.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	020	Tunc apprehendit sacerdotes, et uxores, et filios eorum: et ostenderunt ei abscondita ostiola, per quæ ingrediebantur, et consumebant quæ erant super mensam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	021	Occidit ergo illos rex, et tradidit Bel in potestatem Danielis: qui subvertit eum, et templum ejus.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	022	Et erat draco magnus in loco illo, et colebant eum Babylonii.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	023	Et dixit rex Danieli: Ecce nunc non potes dicere quia iste non sit deus vivens: adora ergo eum.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	024	Dixitque Daniel: Dominum Deum meum adoro, quia ipse est Deus vivens: iste autem non est deus vivens.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	025	Tu autem, rex, da mihi potestatem, et interficiam draconem absque gladio et fuste. Et ait rex: Do tibi.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	026	Tulit ergo Daniel picem, et adipem, et pilos, et coxit pariter: fecitque massas, et dedit in os draconis, et diruptus est draco. Et dixit: Ecce quem colebatis.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	027	Quod cum audissent Babylonii, indignati sunt vehementer: et congregati adversum regem, dixerunt: Judæus factus est rex: Bel destruxit, draconem interfecit, et sacerdotes occidit.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	028	Et dixerunt cum venissent ad regem: Trade nobis Danielem, alioquin interficiemus te, et domum tuam.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	029	Vidit ergo rex quod irruerent in eum vehementer: et necessitate compulsus, tradidit eis Danielem.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	030	Qui miserunt eum in lacum leonum, et erat ibi diebus sex.
Holy-Bible---Latin---Clementine-Vulgate-1598	027	DAN	014	031	Porro in lacu erant leones septem, et dabantur eis duo corpora quotidie, et duæ oves: et tunc non data sunt eis, ut devorarent Danielem.
