# File Name: RAWCHECK.txt
# File Size: 2616027     
# File Date: 01/23/2021 12:08:41
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	RAWFIX	TEXT	ORIGINAL
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	060	013	ADD	Verschaffe Rettung uns aus dieser Not! Denn Menschenhilfe trügt.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	060	014	ADD	Mit Gott verrichten wir dann Heldentaten; nur er kann unsere Feinde niederwerfen.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	061	008	MODIFY	Er throne ewiglich vor Gottes Angesicht! Und Lieb und Treue mögen ihn beschützen!	Er throne ewiglich vor Gottes Angesicht! Und Lieb und Treue mögen ihn beschützen! Dann will ich Deinem Namen immerdar lobsingen und mein Gelübde Tag für Tag einlösen.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	061	009	ADD	Dann will ich Deinem Namen immerdar lobsingenund mein Gelübde Tag für Tag einlösen.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	062	012	MODIFY	Ein Wort hat Gott gesprochen, und Zwiefaches entnehme ich daraus: "Die Macht ist Gottes Eigentum"	Ein Wort hat Gott gesprochen, und Zwiefaches entnehme ich daraus: "Die Macht ist Gottes Eigentum" und "Eigen ist Dir Gnade, Herr, und jeglichem lohnst Du nach seinem Werke."
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	062	013	ADD	und "Eigen ist Dir Gnade, Herr, und jeglichem lohnst Du nach seinem Werke."	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	063	011	MODIFY	Die sie dem Untergange überliefern wollen,die mögen der Schakale Beute werden!	Die sie dem Untergange überliefern wollen, die mögen der Schakale Beute werden! Der König aber freue sich in Gott, und wer ihm Treue schwört, der jauchze! Der Lügner Mund wird zugestopft.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	063	012	ADD	Der König aber freue sich in Gott,und wer ihm Treue schwört, der jauchze!Der Lügner Mund wird zugestopft.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	064	010	MODIFY	Dann fürchten sich die andern Menschen alleund künden es als Gottes Tatund rechnen als sein Werk es an.	Dann fürchten sich die andern Menschen alle und künden es als Gottes Tat und rechnen als sein Werk es an. Der Fromme freue sich alsdann des Herrn und baue fest auf ihn, und alle frommen Herzen triumphieren!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	064	011	ADD	Der Fromme freue sich alsdann des Herrnund baue fest auf ihn,und alle frommen Herzen triumphieren!	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	065	013	MODIFY	Auf daß der Steppe Auen triefen, die Hügel sich mit Jubel gürten,	Auf daß der Steppe Auen triefen, die Hügel sich mit Jubel gürten, die Fluren sich in Früchte kleiden und Täler sich in Korn einholen und jauchzend um die Wette singen!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	065	014	ADD	die Fluren sich in Früchte kleidenund Täler sich in Korn einholenund jauchzend um die Wette singen!	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	067	007	MODIFY	Die Erde spendet ihre Ernte!Uns segnet Gott ja, unser Gott!	Die Erde spendet ihre Ernte! Uns segnet Gott ja, unser Gott! Uns segne fürder Gott, daß sich die Erdenenden alle vor ihm fürchten!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	067	008	ADD	Uns segne fürder Gott,daß sich die Erdenenden alle vor ihm fürchten!	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	068	035	MODIFY	Die Ehre gebet Gott, ihm, dessen Hoheit wartet über Israel,und in den Wolken zeigt sich furchtbar seine Macht.	Die Ehre gebet Gott, ihm, dessen Hoheit wartet über Israel, und in den Wolken zeigt sich furchtbar seine Macht. Von alters ist Gott hocherhaben. Wer gleicht dem Gotte Israels, der Macht verleiht und Kraft dem Volk, das würdig ist des Gottessegens?
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	068	036	ADD	Von alters ist Gott hocherhaben. Wer gleicht dem Gotte Israels,der Macht verleiht und Kraft dem Volk,das würdig ist des Gottessegens?	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	069	036	MODIFY	Denn Gott hilft Sion wieder auf;läßt Judas Städte wiederum ersteh'nals Wohnstatt und als Erbe.	Denn Gott hilft Sion wieder auf; läßt Judas Städte wiederum ersteh'n als Wohnstatt und als Erbe. Und seiner Diener Stamm nimmt's in Besitz: Die seinen Namen lieben, wohnen drin.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	069	037	ADD	Und seiner Diener Stamm nimmt's in Besitz:Die seinen Namen lieben, wohnen drin.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	070	005	MODIFY	Doch jubeln sollen über Dich, vor Freude alle, die Dich suchen! Und allzeit sollen rufen: "Gott ist groß", die Deinen Sieg sich wünschen!	Doch jubeln sollen über Dich, vor Freude alle, die Dich suchen! Und allzeit sollen rufen: "Gott ist groß", die Deinen Sieg sich wünschen! Doch ich bin arm und elend. Gott, eiligst her zu mir! Du bist mein Schutz und Retter. Herr, säume nicht.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	070	006	ADD	Doch ich bin arm und elend. Gott, eiligst her zu mir!Du bist mein Schutz und Retter. Herr, säume nicht.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	075	010	MODIFY	Ich aber juble immerdarund preise Jakobs Gott.	Ich aber juble immerdar und preise Jakobs Gott. Der Frevler Macht zerbreche ich vollständig, auf daß der Frommen Macht sich hebe.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	075	011	ADD	Der Frevler Macht zerbreche ich vollständig,auf daß der Frommen Macht sich hebe.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	076	012	MODIFY	Gelobet nur und löst es ein, dem Herren, eurem Gott! Wer immer um ihn ist, soll Gaben ihm, dem Furchtbaren, darbringen.	Gelobet nur und löst es ein, dem Herren, eurem Gott! Wer immer um ihn ist, soll Gaben ihm, dem Furchtbaren, darbringen. Er bricht der Fürsten Übermut, und fürchterlich ist er den Königen der Erde.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	076	013	ADD	Er bricht der Fürsten Übermut, und fürchterlich ist er den Königen der Erde.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	077	020	MODIFY	Dein Weg geht durch das Meer, Dein Pfad durch große Wasser, doch unkenntlich ist Deine Spur.	Dein Weg geht durch das Meer, Dein Pfad durch große Wasser, doch unkenntlich ist Deine Spur. Du führst Dein Volk gleich einer Herde an Mosis und an Aarons Hand.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	077	021	ADD	Du führst Dein Volk gleich einer Herdean Mosis und an Aarons Hand.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	080	019	MODIFY	Wir lassen nimmermehr von Dir. Erhalte uns am Leben! Und wir lobpreisen Deinen Namen.	Wir lassen nimmermehr von Dir. Erhalte uns am Leben! Und wir lobpreisen Deinen Namen. Herr, Gott der Heeresscharen! Bereit uns Heimkehr und laß Dein Antlitz leuchten, auf daß Heil uns werde!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	080	020	ADD	Herr, Gott der Heeresscharen! Bereit uns Heimkehrund laß Dein Antlitz leuchten, auf daß Heil uns werde!	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	081	016	MODIFY	Des Herren Hasser müßten sich auf seine Seite schlagen, und ihr Verhängnis währte ewig!	Des Herren Hasser müßten sich auf seine Seite schlagen, und ihr Verhängnis währte ewig! Er würde es mit feinstem Weizen speisen. "Mit Honig aus dem Felsen würde ich dich sättigen."
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	081	017	ADD	Er würde es mit feinstem Weizen speisen. "Mit Honig aus dem Felsen würde ich dich sättigen."	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	083	018	MODIFY	Sie sollen schämen sich, für immerdar verwirrt, mit Schanden untergehen!	Sie sollen schämen sich, für immerdar verwirrt, mit Schanden untergehen! Dann merken sie, daß Du mit Deinem Namen heißest
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	083	019	ADD	Dann merken sie, daß Du mit Deinem Namen heißest	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	084	012	MODIFY	Denn Schar und Schild ist Gott der Herr,und Ruhm und Ehre gibt der Herr. Er geizt bei denen, die in Unschuld wandeln, nimmer mit seinem Segen.	Denn Schar und Schild ist Gott der Herr, und Ruhm und Ehre gibt der Herr. Er geizt bei denen, die in Unschuld wandeln, nimmer mit seinem Segen. Herr der Heerscharen, wie selig ist, wer Dir vertraut!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	084	013	ADD	Herr der Heerscharen,wie selig ist, wer Dir vertraut!	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	085	013	MODIFY	Der Herr beschert alsdann den Segen, und unser Land gibt seine volle Ernte wieder.	Der Herr beschert alsdann den Segen, und unser Land gibt seine volle Ernte wieder. Gerechtigkeit geht vor ihm her, und auf dem Wege seiner Schritte ist Geradheit.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	085	014	ADD	Gerechtigkeit geht vor ihm her, und auf dem Wege seiner Schritte ist Geradheit.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	088	018	MODIFY	umfluten täglich mich wie Wasser, umschließen mich zumal.	umfluten täglich mich wie Wasser, umschließen mich zumal. Du nimmst mir meine Freunde und Gefährten weg, und meine Liebsten sind entschwunden.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	088	019	ADD	Du nimmst mir meine Freunde und Gefährten weg, und meine Liebsten sind entschwunden.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	089	052	MODIFY	den Hohn, mit dem Dich Deine Feinde, Herr, verhöhnen, mit dem sie des von Dir Gesalbten Stamm beschimpfen!	den Hohn, mit dem Dich Deine Feinde, Herr, verhöhnen, mit dem sie des von Dir Gesalbten Stamm beschimpfen! Gepriesen sei der Herr in Ewigkeit! Amen! Amen!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	089	053	ADD	Gepriesen sei der Herr in Ewigkeit! Amen! Amen!	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	092	015	MODIFY	sie tragen noch im Alter Früchte, beständig grün und markig bleibend,	sie tragen noch im Alter Früchte, beständig grün und markig bleibend, zur Kunde, daß der Herr gerecht, daß er mein Hort ist ohne Tadel.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	092	016	ADD	zur Kunde, daß der Herr gerecht, daß er mein Hort ist ohne Tadel.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	102	028	MODIFY	so bleibst Du doch derselbe, und Deine Jahre enden nicht.	so bleibst Du doch derselbe, und Deine Jahre enden nicht. So mögen auch die Kinder Deiner Knechte bleiben, ihr Stamm, solang Du selber bist!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	102	029	ADD	So mögen auch die Kinder Deiner Knechte bleiben, ihr Stamm, solang Du selber bist!	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	108	013	MODIFY	Verschaffe Rettung uns aus dieser Not! Denn Menschenhilfe trügt.	Verschaffe Rettung uns aus dieser Not! Denn Menschenhilfe trügt. Mit Gott verrichten wir dann Heldentaten; er nur kann unsere Feinde niedertreten.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	108	014	ADD	Mit Gott verrichten wir dann Heldentaten;er nur kann unsere Feinde niedertreten.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	140	013	MODIFY	Ich weiß: Der Herr führt der Bedrückten Sache, den Rechtshandel der Armen.	Ich weiß: Der Herr führt der Bedrückten Sache, den Rechtshandel der Armen. Die Frommen können Deinem Namen danken; vor Deinem Antlitz dürfen Redliche verweilen.
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	140	014	ADD	Die Frommen können Deinem Namen danken; vor Deinem Antlitz dürfen Redliche verweilen.	
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	142	007	MODIFY	Auf meine Klage merk! Denn ich bin sehr bedrückt. Entgehen laß mich den Verfolgern! Denn allzu mächtig sind sie mir.	Auf meine Klage merk! Denn ich bin sehr bedrückt. Entgehen laß mich den Verfolgern! Denn allzu mächtig sind sie mir. Befrei aus diesem Kerker meine Seele, auf daß ich Deinen Namen preise, wenn sich die Frommen meinetwegen schmücken, weil Du mir Gutes tust!
Holy-Bible---German---German-Katholiche-Riessler	019	PSA	142	008	ADD	Befrei aus diesem Kerker meine Seele, auf daß ich Deinen Namen preise, wenn sich die Frommen meinetwegen schmücken, weil Du mir Gutes tust!	
Holy-Bible---German---German-Katholiche-Riessler	021	ECC	004	016	MODIFY	Kein Ende all des Volks, all derer, denen er vorangezogen; doch später freuten sie sich seiner nimmermehr. Ja dies ist wirklich eitel und ein Geisteskummer.	Kein Ende all des Volks, all derer, denen er vorangezogen; doch später freuten sie sich seiner nimmermehr. Ja dies ist wirklich eitel und ein Geisteskummer. Behüte deinen Fuß, wenn du der Gottheit Haus besuchst, und wenn in seiner Nähe du vernimmst, daß Toren Opfer bringen! Denn diese wissen nicht, daß Ungehöriges sie tun.
Holy-Bible---German---German-Katholiche-Riessler	021	ECC	004	017	ADD	Behüte deinen Fuß, wenn du der Gottheit Haus besuchst, und wenn in seiner Nähe du vernimmst, daß Toren Opfer bringen! Denn diese wissen nicht, daß Ungehöriges sie tun.	
Holy-Bible---German---German-Katholiche-Riessler	022	SOL	007	013	MODIFY	Wir gehen zu den Weinbergen in aller Früh und sehen, ob der Weinstock sproßt und ob sich seine Beeren bilden, ob die Granaten blühen. Dort möchte ich dir meine Liebe schenken.	Wir gehen zu den Weinbergen in aller Früh und sehen, ob der Weinstock sproßt und ob sich seine Beeren bilden, ob die Granaten blühen. Dort möchte ich dir meine Liebe schenken. Dort spenden Liebesäpfel ihren Duft. Dort sind vor unserer Türe Früchte, köstlich, mannigfaltig. Ganz frische, samt den alten habe ich dir dort, Geliebter, aufbewahrt."
Holy-Bible---German---German-Katholiche-Riessler	022	SOL	007	014	ADD	Dort spenden Liebesäpfel ihren Duft.  Dort sind vor unserer Türe Früchte, köstlich, mannigfaltig. Ganz frische, samt den alten habe ich dir dort, Geliebter, aufbewahrt."	
Holy-Bible---German---German-Katholiche-Riessler	023	ISA	008	022	MODIFY	und blickt man auf die Erde, nur ängstigendes Dunkel und jämmerliche Finsternis!	und blickt man auf die Erde, nur ängstigendes Dunkel und jämmerliche Finsternis! - Doch nimmer kennt Ermüdung, der sich ergießt darüber. Zuerst eilt er ins Land von Zabulon und Naphtali. Zuletzt bedrückt er auch den Meeresweg, am Jordan das Gelände samt dem Heidengau.
Holy-Bible---German---German-Katholiche-Riessler	023	ISA	008	023	ADD	Doch nimmer kennt Ermüdung, der sich ergießt darüber. Zuerst eilt er ins Land von Zabulon und Naphtali. Zuletzt bedrückt er auch den Meeresweg, am Jordan das Gelände samt dem Heidengau.	
Holy-Bible---German---German-Katholiche-Riessler	023	ISA	050	002	MODIFY	Warum war niemand da, als ich erschien? Warum gab niemand Antwort, als ich rief? Ist meine Hand zu kurz zum Helfen? Bin ich zu schwach zum Retten? Mit meinem Machtwort trockne ich das Meer aus, in Steppen wandle ich die Ströme, und ihre Fische faulen, weil das Wasser mangelt, und sterben hier vor Durst.	Warum war niemand da, als ich erschien? Warum gab niemand Antwort, als ich rief 2 Ist meine Hand zu kurz zum Helfen? Bin ich zu schwach zum Retten? Mit meinem Machtwort trockne ich das Meer aus, in Steppen wandle ich die Ströme, und ihre Fische faulen, weil das Wasser mangelt, und sterben hier vor Durst.
Holy-Bible---German---German-Katholiche-Riessler	023	ISA	063	019	MODIFY	Und schon ist's uns, als hättest Du nie über sie geherrscht, als wär Dein Name über ihnen nie genannt gewesen.	Und schon ist's uns, als hättest Du nie über sie geherrscht, als wär Dein Name über ihnen nie genannt gewesen. Zerrissest Du doch jetzt den Himmel und stiegest nieder, daß die Berge abermals vor Dir erbebten!
Holy-Bible---German---German-Katholiche-Riessler	023	ISA	063	020	ADD	Zerrissest Du doch jetzt den Himmel und stiegest nieder, daß die Berge abermals vor Dir erbebten!	
Holy-Bible---German---German-Katholiche-Riessler	024	JER	008	022	MODIFY	Gibt's keinen Balsam mehr in Gilead? Ist denn kein Arzt mehr da? Warum vernarbt sich nicht die Wunde der Tochter meines Volkes?	Gibt's keinen Balsam mehr in Gilead? Ist denn kein Arzt mehr da? Warum vernarbt sich nicht die Wunde der Tochter meines Volkes? Wenn doch mein Haupt voll Wasser wäre, ein Tränenquell mein Auge! Ich wollte Tag und Nacht beweinen die Erschlagenen der Tochter meines Volkes.
Holy-Bible---German---German-Katholiche-Riessler	024	JER	008	023	ADD	Wenn doch mein Haupt voll Wasser wäre, ein Tränenquell mein Auge! Ich wollte Tag und Nacht beweinen die Erschlagenen der Tochter meines Volkes.	
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	021	032	MODIFY	Dreifache Umwälzung verhänge ich. Noch nie ist so etwas geschehen, bis daß der kommt, dem Herrschermacht gebührt. Ich geb sie ihm.	Dreifache Umwälzung verhänge ich. Noch nie ist so etwas geschehen, bis daß der kommt, dem Herrschermacht gebührt. Ich geb sie ihm. Du aber, Menschensohn, weissage, sprich: So spricht der Herr, der Herr, von Ammons Söhnen, ihrem schändlichen Betragen. So sprich: 'Ein Schwert ist schon gezückt zum Schlachten, schon blank gemacht zum Kommen unter Blitzen. Solang man dir noch Trug erschaut und Lügen prophezeit, wirst du dich selbst zu Missetätern stellen, die jetzt enthauptet werden sollen, für die ihr Tag erschienen ist, die Zeit des Endes ihres Frevels. Steck nur das deine in die Scheide! Am Ort, wo du erschaffen wardst, in deinem Ursprungsland will ich dich strafen. Ich gieße meinen Ingrimm über dich und schnaube dich in meinem Zorne an und gebe dich in wilder Menschen Hände, die im Vernichten wohl erfahren sind. Du wirst des Feuers Nahrung werden; dein Blut ist mitten in der Erde und fällt so der Vergessenheit anheim. Denn ich, der Herr, ich hab's gesprochen.'"
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	021	033	ADD	Du aber, Menschensohn, weissage, sprich: So spricht der Herr, der Herr, von Ammons Söhnen, ihrem schändlichen Betragen. So sprich: 'Ein Schwert ist schon gezückt zum Schlachten, schon blank gemacht zum Kommen unter Blitzen.	
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	021	034	ADD	Solang man dir noch Trug erschaut und Lügen prophezeit, wirst du dich selbst zu Missetätern stellen, die jetzt enthauptet werden sollen, für die ihr Tag erschienen ist, die Zeit des Endes ihres Frevels.	
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	021	035	ADD	Steck nur das deine in die Scheide! Am Ort, wo du erschaffen wardst, in deinem Ursprungsland will ich dich strafen.	
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	021	036	ADD	Ich gieße meinen Ingrimm über dich und schnaube dich in meinem Zorne an und gebe dich in wilder Menschen Hände, die im Vernichten wohl erfahren sind.	
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	021	037	ADD	Du wirst des Feuers Nahrung werden; dein Blut ist mitten in der Erde und fällt so der Vergessenheit anheim. Denn ich, der Herr, ich hab's gesprochen.'"	
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	040	004	MODIFY	Es sprach der Mann zu mir: "Sieh, Menschensohn, mit deinen Augen! Und hör mit deinen Ohren, gib auf alles acht, was ich dir zeige! Denn hierher wurdest du gebracht, daß ich dir alles zeigen sollte. Verkünde alles, was du siehst, dem Hause Israel!"	Es sprach der Mann zu mir: "Sieh, Menschensohn, mit deinen Augen! Und hör mit deinen Ohren, gib auf alles acht, was ich dir zeige! Denn hierher wurdest du gebracht, daß ich dir alles zeigen sollte. Verkünde alles, was du siehst, dem Hause Israel!" 1
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	048	029	MODIFY	Dies ist das Land, das ihr als Erbbesitz den Stämmen Israels verlosen sollt, und das sind ihre Erbteile."  Ein Spruch des Herrn, des Herrn.	Dies ist das Land, das ihr als Erbbesitz den Stämmen Israels verlosen sollt, und das sind ihre Erbteile."
Holy-Bible---German---German-Katholiche-Riessler	026	EZE	048	030	MODIFY	"Dies sind die Ausgänge der Stadt: viertausend und fünfhundert nach Maßen auf der Seite gegen Norden.	Ein Spruch des Herrn, des Herrn. 30 "Dies sind die Ausgänge der Stadt: viertausend und fünfhundert nach Maßen auf der Seite gegen Norden.
Holy-Bible---German---German-Katholiche-Riessler	027	DAN	003	030	MODIFY	Hierauf beförderte der König Sidrach, Misach und Abdenago in der Provinz von Babel.	Hierauf beförderte der König Sidrach, Misach und Abdenago in der Provinz von Babel. König Nebukadrezar an alle Völker, Stämme, Zungen, die auf der ganzen Erde wohnen: "Mit euch sei vielmals Frieden! Es hat mir nun gefallen, euch die Zeichen und die Wunder, die der höchste Gott an mir getan, zu künden. Wie groß sind seine Zeichen, wie gewaltig seine Wunderwerke! Es ist sein Reich ein ewig Reich, und seine Macht reicht von Geschlechte zu Geschlecht."
Holy-Bible---German---German-Katholiche-Riessler	027	DAN	003	031	ADD	König Nebukadrezar an alle Völker, Stämme, Zungen, die auf der ganzen Erde wohnen: "Mit euch sei vielmals Frieden!	
Holy-Bible---German---German-Katholiche-Riessler	027	DAN	003	032	ADD	Es hat mir nun gefallen, euch die Zeichen und die Wunder, die der höchste Gott an mir getan, zu künden.	
Holy-Bible---German---German-Katholiche-Riessler	027	DAN	003	033	ADD	Wie groß sind seine Zeichen, wie gewaltig seine Wunderwerke! Es ist sein Reich ein ewig Reich, und seine Macht reicht von Geschlechte zu Geschlecht."	
Holy-Bible---German---German-Katholiche-Riessler	027	DAN	006	028	MODIFY	Er ist ein Retter und Erlöser, der Zeichen wirkt und Wunder im Himmel und auf Erden, er, der den Daniel aus der Löwengrube errettet hat."	Er ist ein Retter und Erlöser, der Zeichen wirkt und Wunder im Himmel und auf Erden, er, der den Daniel aus der Löwengrube errettet hat." Und dieser Daniel war glücklich unter der Regierung des Darius, wie auch unter der des Persers Cyrus.
Holy-Bible---German---German-Katholiche-Riessler	027	DAN	006	029	ADD	Und dieser Daniel war glücklich unter der Regierung des Darius, wie auch unter der des Persers Cyrus.	
Holy-Bible---German---German-Katholiche-Riessler	028	HOS	002	023	MODIFY	An jenem Tage wird's geschehn, da werde ich", ein Spruch des Herrn, "des Himmels Wunsch erfüllen, und dieser den der Erde,	An jenem Tage wird's geschehn, da werde ich", ein Spruch des Herrn, "des Himmels Wunsch erfüllen, und dieser den der Erde, die Erde den des Korns, des Weines und des Öls, und diese dann die Wünsche Jezraels. Ich säe sie für mich im Lande aus und zeige Liebe wiederum der 'Ungeliebten' und sage dann zu 'Nicht mein Volk': 'Mein Volk bist du', und dieses spricht: 'Mein Gott'."
Holy-Bible---German---German-Katholiche-Riessler	028	HOS	002	024	ADD	die Erde den des Korns, des Weines und des Öls, und diese dann die Wünsche Jezraels.	
Holy-Bible---German---German-Katholiche-Riessler	028	HOS	002	025	ADD	Ich säe sie für mich im Lande aus und zeige Liebe wiederum der 'Ungeliebten' und sage dann zu 'Nicht mein Volk': 'Mein Volk bist du', und dieses spricht: 'Mein Gott'."	
Holy-Bible---German---German-Katholiche-Riessler	028	HOS	012	014	MODIFY	Durch einen Seher aber hat der Herr einst Israel aus dem Ägypterland herausgeführt; durch einen Seher ward's gehütet.	Durch einen Seher aber hat der Herr einst Israel aus dem Ägypterland herausgeführt; durch einen Seher ward's gehütet. Doch hat ihm bittern Kummer Ephraim bereitet; drum wird er seine Blutschuld auf ihm lassen, und ahnden wird der Herr an ihm die zugefügte Schmach.
Holy-Bible---German---German-Katholiche-Riessler	028	HOS	012	015	ADD	Doch hat ihm bittern Kummer Ephraim bereitet; drum wird er seine Blutschuld auf ihm lassen, und ahnden wird der Herr an ihm die zugefügte Schmach.	
Holy-Bible---German---German-Katholiche-Riessler	028	HOS	014	009	MODIFY	"Was gehn euch an die Götzen Ephraims? Ich habe es geschwächt und lasse es erstarken. Ich bin wie eine grüne Zeder. Von mir wird dir die Frucht verliehn."	"Was gehn euch an die Götzen Ephraims? Ich habe es geschwächt und lasse es erstarken. Ich bin wie eine grüne Zeder. Von mir wird dir die Frucht verliehn." Wer klug, gibt darauf acht, und wer verständig, merkt darauf: "Gerade sind des Herren Wege, und die Gerechten wandeln drauf. Die Schlechten aber kommen drauf zu Fall."
Holy-Bible---German---German-Katholiche-Riessler	028	HOS	014	010	ADD	Wer klug, gibt darauf acht, und wer verständig, merkt darauf: "Gerade sind des Herren Wege, und die Gerechten wandeln drauf. Die Schlechten aber kommen drauf zu Fall."	
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	002	028	ADD	"Hernach geschieht es, daß ich meinen Geist ausgieße über alles Fleisch, daß eure Söhne, eure Töchter prophezeien und eure Greise Träume haben und eure Jünglinge Gesichte schauen.	
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	002	029	ADD	Selbst über Sklaven und Sklavinnen werde ich in jenen Tagen meinen Geist ausgießen. -	
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	002	030	ADD	Dann sende ich am Himmel und auf Erden Zeichen, Blut, Feuer, Rauch in hohen Säulen.	
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	002	031	ADD	Die Sonne wandelt sich in Finsternis, der Mond in Blut, bevor der Tag des Herrn erscheint, der große, fürchterliche."	
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	002	032	ADD	Dann ist in Sicherheit, wer sich zum Herrn bekennt. Denn eine sichere Statt ist auf dem Sionsberge zu Jerusalem zu finden. Der Herr hat's ja verheißen, und zwar für die Entronnenen, die sich der Herr bestimmt.	
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	003	001	MODIFY	"Denn seht, in jenen Tagen und zu jener Zeit, da wende ich das Schicksal Judas und Jerusalems.	"Hernach geschieht es, daß ich meinen Geist ausgieße über alles Fleisch, daß eure Söhne, eure Töchter prophezeien und eure Greise Träume haben und eure Jünglinge Gesichte schauen.
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	003	002	MODIFY	Ich sammle alle Heiden und führe sie ins Tal von Josaphat und gehe dort mit ihnen ins Gericht, weil sie mein Volk und Erbteil Israel zerstreuten unter Heidenvölker und mein Land zerteilten.	Selbst über Sklaven und Sklavinnen werde ich in jenen Tagen meinen Geist ausgießen. -
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	003	003	MODIFY	Ja, sie verlosten selbst mein Volk und gaben manchen Knaben hin für eine Dirne und handelten um Wein ein Mädchen ein und soffen.	Dann sende ich am Himmel und auf Erden Zeichen, Blut, Feuer, Rauch in hohen Säulen.
Holy-Bible---German---German-Katholiche-Riessler	029	JOE	003	004	MODIFY	Wie steht ihr doch zu mir, du Tyrus und du Sidon, und ihr Bezirke Philistäas insgesamt? Ihr wolltet gar Vergeltung an mir üben? In schnellster Eile bring ich euer Tun auf euer Haupt zurück,	Die Sonne wandelt sich in Finsternis, der Mond in Blut, bevor der Tag des Herrn erscheint, der große, fürchterliche."
