# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 1254822     
# File Date: 02/15/2021 14:23:07
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by http://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS
#		These Extended Strong Numbers are mapped to BDB (and thereby to other modern lexicons) by OpenScriptures.org.
#		This adds about 800 words which are found in modern lexicons but were not differentiated by Strong.
#		Numbers beyond 9000 include non-lexical prefixes and suffixed. They were created by Tyndale House, Cambridge
#		They are designed to be backward compatible with software that uses Strongs numbers. 
#	WORD
#		Hebrew form	based on BDB, then normalised
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		These were created by Tyndale scholars as a simple grammatical value of the main word represented as Language:Type-Gender-Extra. 
#		Language:Type-Gender-Extra.   Language is A=Aramaic, H=Hebrew, G=Greek and n+Name (which is not language specific). 
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb. 
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#
#		(notes re Morph)
#		Location is only used for places not named after people - eg: Israel = N:N-M-P (for the Person, and nation); Jerusalem = N:N--L; Canaanite is N:N-M-LG; Israelitess is N:N-F-PG
#		Location is a geographical entity such as river, mountain or city eg "Dan", but Gentilic is used for Amon, Syria, Judah, or the tribal area of Dan. The idea is that someone from
#		Dan is probably related to Dan unless he is called a Hittite, but someone from Jerusalem or the city of Dan could be from anywhere even though he is named after the city.
#		So a "Shulemite" (who is prob from Salem ie Shalem aka Jerusalem) is dark-skinned and perhaps not a native from the area.
#		Title is a misc category that incl names of gods, musical term & months and offices such as Pharaoh unless referring to an individual eg Pharaoh Necho who is N:N-M-P
#		When F or M occ with L or T it refers to the gender of that person, not the location, so Jerusalem = N:N--L, Jerusalemites = N:N-G-L, Jerusalemitess = N:N-F-L 
#		When Gentilics related to a person the STEP_LexicalTag points to the Person eg Danites => Dan.  When Gentilics point to a place, the STEP_LexicalTag points to that place,
#		eg Gileadites => Gilead. When there is no numbered tag for the person or place, we probably aren't sure what it is, so the STEP_LexicalTag doesn't have anywhere different to point,
#		eg. Girgashites. Some very common Gentilics (eg Levite) have gained a meaning of their own which may be related to a person but much less so - so the STEP_LexicalTag does not
#		redirect to the entry for that person. 
#		Odd ones: Jew=N:N-G-P, Jewish=N:A, Jewess+Ammonitess=N:N-G-P-F, Canaanite-trader=N:N-G-P / N:N-G-T, Chaldean-magi=N:N-G-L / N:N-G-T,
#			Nephusim=N:N-G-T, Rephaim=N:N-G-P / N:N-G-T, Shulamite+Shunammite+Carmelitess+Jezreelitess=N:N-F-L
#	DEF
#		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs. They are for guidence only.
#		Permission should be gained from Online Bible before these are applied in any project.  These defs refer to J. Green's A Concise Lexicon
#		of the Biblical Languages (CLBL) and Harris, Archer, & Waltke's Theological Wordbook of the Old Testament (TWOT),
#		These definitions were edited to align with the augmented Strongs by Tyndale House Cambridge. 
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
H3156	יִזְרַחְיָה	yiz.rach.yah	Izrahiah	N:N-M-P	Izrahiah or Jezrahiah = "Jehovah will shine" 1) a chieftain of Issachar 2) a Levite and leader of the chorus at the dedication of the wall of Jerusalem under Nehemiah
H3157	יִזְרְעֶאל	yiz.re.el	Jezreel	N:N-M-P/N:N--L	Jezreel = "God sows" n pr m 1) a descendant of the father or founder of Etam of Judah 2) first son of Hosea the prophet n pr loc 3) a city in the Nekeb of Judah 4) a city in Issachar on the northwest spur of Mount Gilboa
H3158	יִזְרְעֵאלִי	yiz.re.e.li	Jezreelite	N:N--LG	Jezreelite = see Jezreel "sown of God" an inhabitant of Jezreel
H3159	יִזְרְעֵאלִית	yiz.re.e.lit	Jezreelitess	N:N-F-L	Jezreelitess = see Jezreel "sown of God" a female inhabitant of Jezreel 1a) used only of Ahinoam, a wife of David
H3160	חֻבָּה	ye.chub.bah	Jehubbah	N:N-M-P	Jehubbah = "hidden" a man of Asher, son of Shomer or Shamer of the house of Beriah
H3161	יָחַד	ya.chad	be joined	H:V	to join, unite, be joined, be united 1a) (Qal) to be united 1b) (Piel) to unite
H3162a	יַ֫חַד	ya.chad	unitedness	H:N-M	1) union, unitedness adv 2) together, altogether, all together, alike
H3162b	יָחְדָּו		together	H:Adv	adv 2) together
H3163	יַחְדּוֹ	yach.do	Jahdo	N:N-M-P	Jahdo = "His unity" a Gileadite, son of Buz and father of Jeshishai
H3164	יַחְדִּיאֵל	yach.di.el	Jahdiel	N:N-M-P	Jahdiel = "my unity is God" a chief of Manasseh on the east of the Jordan
H3165	יֶחְדְּיָ֫הוּ	yech.diy.ya.hu	Jehdeiah	N:N-M-P	Jehdeiah = "Jehovah is unity" 1) a Levite in the time of David 2) a Meronothite, officer of David in charge of the she-asses
H3166	יַחֲזִיאֵל	ya.cha.zi.el	Jahaziel	N:N-M-P	Jahaziel = "beheld of God" 1) a Benjamite warrior who joined David at Ziklag 2) a priest in the reign of David who helped move the ark 3) a Kohathite Levite, 3rd son of Hebron 4) a Levite, son of Zechariah, of the sons of Asaph, in the reign of Jehoshaphat 5) an ancestor of one of the families who returned from exile with Ezra
H3167	יַחְזְיָה	yach.ze.yah	Jahzeiah	N:N-M-P	Jahaziah = "Jehovah views" son of Tikvah, apparently a priest and leader during the time of Ezra
H3168	יְחֶזְקֵאל	ye.chez.qel	Jehezkel	N:N-M-P	Ezekiel or Jehezekel = "God strengthens" 1) son of Buzi and a priest and prophet; author of the book by his name; taken captive with Jehoiachin and exiled in Babylon where he prophesied for the next 22 years 2) a priest in charge of the 20th course in the time of David
H3169	יְחִזְקִיָּה	ye.chiz.qiy.yah	Jehizkiah	N:N-M-P	Hezekiah or Jehizkiah = "Jehovah has made strong" 1) son of king Ahazby Abi or Abijah and the 12th king of Judah; his reign was characterised by his godly conduct; reigned for 29 years 2) head of a family of returning exiles in the time of Nehemiah 3) an Ephraimite in the time of Ahaz
H3170	יַחְזֵרָה	yach.ze.rah	Jahzerah	N:N-M-P	Jahzerah = "whom God leads back" a priest of the house of Immer
H3171	יְחִיאֵל	ye.chi.el	Jehiel	N:N-M-P	Jehiel = "God lives" 1) a Levite and one of the chief musicians in the time of David 2) a Gershonite Levite who had charge of the treasures in the time of David 3) son of Hachmoni and an officer of David and tutor of David's sons 4) a son of king Jehoshaphat of Judah put to death by his brother Jehoram 5) Hemanite who took part in the restoration of king Hezekiah 6) a Levite and overseer in the time of Hezekiah 7) a ruler of the temple during the reforms of Josiah 8) father of Obadiah of the sons of Joab in the time of Ezra 9) father of Shechaniah of the sons of Elam in the time of Ezra 10) a son of Elam who put away his foreign wife in the time of Ezra 11) a priest of the sons of Harim who also had to put away his foreign wife in the time of Ezra
H3172	יְחִיאֵלִי	ye.chi.e.li	Jehieli	N:N-M-P	Jehieli = "God shall save alive" or "swept away of God" a Gershonite Levite of the family of Laadan
H3173	יָחִיד	ya.chid	only	H:A	adj 1) only, only one, solitary, one 1a) only, unique, one 1b) solitary 1c)(TWOT) only begotten son subst 2) one
H3174	יְחִיָּה	ye.chiy.yah	Jehiah	N:N-M-P	Jehiah = "Jehovah lives" doorkeeper of the ark at the time of its establishment in Jerusalem
H3175	יָחִיל	ya.chil	waiting	H:A	waiting, hoping
H3176	יָחַל	ya.chal	to wait	H:V	to wait, hope, expect 1a) (Niphal) to wait 1b) (Piel) 1b1) to wait, await, tarry 1b2) to wait for, hope for 1c) (Hiphil) to wait, tarry, wait for, hope for
H3177	יַחְלְאֵל	yach.le.el	Jahleel	N:N-M-P	Jahleel = "God waits" the 3rd of the 3 sons of Zebulun; founder of the family of the Jahleelites
H3178	יַחְלְאֵלִי	yach.le.e.li	Jahleelite	N:N--PG	Jahleelites = "the hope of God" descendants of Jahleel of the tribe of Zebulun
H3179	יָחַם	ya.cham	to conceive	H:V	to be hot, conceive 1a) (Qal) 1a1) to be hot, become hot 1a2) to mate (of animals) 1a3) to be or become hot (fig. of anger) 1b) (Piel) 1b1) to conceive (sexually) 1b2) to be in heat (of animals)
H3180	יַחְמוּר	yach.mur	roebuck	H:N-M	roebuck 1a) a kind of deer, reddish in colour 1b) perhaps an extinct animal, exact meaning unknown
H3181	יַחְמַי	yach.may	Jahmai	N:N-M-P	Jahmai = "whom Jehovah guards" a man of Issachar and one of the heads of the family of Tola
H3182	יָחֵף	ya.cheph	barefoot	H:A	barefoot 1a) bareness, being unshod (subst)
H3183	יַחְצְאֵל	yach.tse.el	Jahzeel	N:N-M-P	Jahzeel = "God divides" the 1st of the 4 sons of Naphtali and founder of the family of Jahzeelites
H3184	יַחְצְאֵלִי	yach.tse.e.li	Jahzeelite	N:N--PG	Jahzeelites = see Jahzeel "God divides" the descendants of Jahzeel, the 1st son of Naphtali
H3185	יַחְצִיאֵל	yach.tsi.el	Jahziel	N:N-M-P	Jahziel = "God divides" the 1st of the 4 sons of Naphtali and founder of the family of Jahzeelites
H3186	יָחַר	ya.char	to delay	H:V	(Qal) to delay, tarry, defer
H3187	יָחַשׂ	ya.cha.s	to enroll	H:V	(Hithpael) to reckon genealogically, enrol on a genealogy, enrol, be enrolled
H3188	יַ֫חַשׂ	ya.cha.s	genealogy	H:N-M	genealogy
H3189	יַ֫חַת	ya.chat	Jahath	N:N-M-P	Jahath = "He will snatch up" 1) son of Reaiah and grandson of Shobal of the tribe of Judah 2) a son of Libni and grandson of Gershom and great grandson of Levi 3) a Gershonite Levite; the eldest son of Shimei and the grandson of Laadan; founder of the house of Jahath 4) a Levite and son of Shelomoth 5) a Merarite Levite in the reign of Josiah
H3190	יָטַב	ya.tav	be good	H:V	to be good, be pleasing, be well, be glad 1a) (Qal) 1a1) to be glad, be joyful 1a2) to be well placed 1a3) to be well for, be well with, go well with 1a4) to be pleasing, be pleasing to 1b) (Hiphil) 1b1) to make glad, rejoice 1b2) to do good to, deal well with 1b3) to do well, do thoroughly 1b4) to make a thing good or right or beautiful 1b5) to do well, do right
H3191	יְטַב	ye.tav	be good	A:V	(P'al) to be good, do good, be pleasing
H3192	יׇטְבָה	yot.vah	Jotbah	N:N--L	Jotbah = "pleasing" a city in Judah, hometown of Meshullemeth, wife of king Manasseh 1a) site unknown
H3193	יׇטְבָ֫תָה	yot.va.tah	Jotbathah	N:N--L	Jotbath or Jotbathah = "pleasantness" a stopping place in the wilderness; site unknown
H3194	יֻטָּה	yut.tah	Juttah	N:N--L	Juttah = "stretched out" a town in the mountains of Judah, in the neighbourhood of Maon and Carmel; modern 'Yutta'
H3195	יְטוּר	ye.tur	Jetur	N:N-M-P/N:N--L	Jetur = "enclosed" a son of Ishmael whose descendants warred with Israel east of the Jordan 1a) also called 'Ituraea'
H3196	יַ֫יִן	ya.yin	wine	H:N-M	wine
H3197	יַךְ	yakh	side	H:N-M	hand, (way)side
H3198	יָכַח	ya.khach	to rebuke	H:V	to prove, decide, judge, rebuke, reprove, correct, be right 1a) (Hiphil) 1a1) to decide, judge 1a2) to adjudge, appoint 1a3) to show to be right, prove 1a4) to convince, convict 1a5) to reprove, chide 1a6) to correct, rebuke 1b) (Hophal) to be chastened 1c) (Niphal) to reason, reason together 1d) (Hithp) to argue
H3199	יָכִין	ya.khin	Jachin	N:N-M-P	Jachin = "He will establish" n pr m 1) the 4th son of Simeon and founder of the family of Jachinites 2) a priest and the head of the 21st coursein the time of David 3) a post-exilic priest in the time of Nehemiah n pr 4) name of the right-hand pillar before the temple
H3200	יָכִינִי	ya.khi.ni	Jachinite	N:N--PG	Jachinites = see Jachin "he will establish" the descendants of Jachin
H3201	יָכֹל	ya.khol	be able	H:V	to prevail, overcome, endure, have power, be able 1a) (Qal) 1a1) to be able, be able to gain or accomplish, be able to endure, be able to reach 1a2) to prevail, prevail over or against, overcome, be victor 1a3) to have ability, have strength
H3202	יְכִל	ye.khel	be able	A:V	to be able 1a) (P'al) 1a1) to be able 1a2) to prevail
H3203	יְכָלְיָהוּ	ye.khol.yah	Jecholiah	N:N-F-P	Jecoliah or Jecholiah = "Jehovah is able" wife of king Amaziah of Judah and mother of king Uzziah (Azariah)
H3204	יְכוֹנְיָה	ye.khon.yah	Jeconiah	N:N-M-P	Jeconiah = "Jehovah will establish" son of king Jehoiakim of Judah and king of Judah for 3 months and 10 days before he surrendered to Nebuchadnezzar and was taken captive to Babylon where he was imprisoned for the next 36 years; released at the death of Nebuchadnezzar and lived in Babylon until his death 1a) primary spelling 'Jehoiachin'
H3205	יָלַד	ya.lad	to beget	H:V	to bear, bringforth, beget, gender, travail 1a) (Qal) 1a1) to bear, bring forth 1a1a) of child birth 1a1b) of distress (simile) 1a1c) of wicked (behaviour) 1a2) to beget 1b) (Niphal) to be born 1c) (Piel) 1c1) to cause or help to bring forth 1c2) to assist or tend as a midwife 1c3) midwife (participle) 1d) (Pual) to be born 1e) (Hiphil) 1e1) to beget (a child) 1e2) to bear (fig. -of wicked bringing forth iniquity) 1f) (Hophal) day of birth, birthday (infinitive) 1g) (Hithpael) to declare one's birth (pedigree)
H3206	יֶ֫לֶד	ye.led	youth	H:N-M	child, son, boy, offspring, youth 1a) child, son, boy 1b) child, children 1c) descendants 1d) youth 1e) apostate Israelites (fig.)
H3207	יַלְדָּה	yal.dah	maiden	H:N-F	girl, damsel, marriageable girl
H3208	יַלְדוּת	yal.dut	youth	H:N-F	childhood, youth
H3209	יִלּוֹד	yil.lod	born	H:A	born
H3210	יָלוֹן	ya.lon	Jalon	N:N-M-P	Jalon = "Jehovah lodges" a son of Ezra and a descendant of Caleb
H3211	יָלִיד	ya.lid	born	H:A	born
H3212	יָלַךְ	ya.lakh	to walk	H:V	to go, walk, come 1a) (Qal) 1a1) to go, walk, come, depart, proceed, move, go away 1a2) to die, live, manner of life (fig.) 1b) (Hiphil) to lead, bring, lead away, carry, cause to walk
H3213	יָלַל	ya.lal	to wail	H:V	(Hiphil) to howl, wail, make a howling
H3214	יְלֵל	ye.lel	howling	H:N-M	a howling (of beasts)
H3215	יְלָלָה	ye.la.lah	wailing	H:N-F	a howling (of distress), wailing
H3216	יָלַע	ya.la	to blurt	H:V	(Qal) to speak rashly, talk wildly 1a) (TWOT) to swallow, swallow down
H3217	יַלֶּ֫פֶת	yal.le.phet	scab	H:N-F	scab, skin sore, scales, scurf, an eruptive disease
H3218	יֶ֫לֶק	ye.leq	locust	H:N-M	young locust (early stage of development) 1a) caterpillar (as devouring)
H3219	יַלְקוּט	yal.qut	pouch	H:N-M	wallet, purse, pouch, bag, receptacle
H3220	יָם	yam	sea	H:N-M	sea 1a) Mediterranean Sea 1b) Red Sea 1c) Dead Sea 1d) Sea of Galilee 1e) sea (general) 1f) mighty river (Nile) 1g) the sea (the great basin in the temple court) 1h) seaward, west, westward
H3221	יַם	yam	sea	A:N-M	sea
H3222	יֵמִם	yem	hot spring	H:N-M	meaning uncertain, meaning perhaps mules or hot springs
H3223	יְמוּאֵל	ye.mu.el	Jemuel	N:N-M-P	Jemuel = "day of God" the eldest son of Simeon
H3224	יְמִימָה	ye.mi.mah	Jemimah	N:N-F-P	Jemima = "day by day" one of the daughters of Job born after the restoration
H3225	יָמִין	ya.min	right	H:N-F	right, right hand, right side 1a) right hand 1b) right (of direction) 1c) south (the direction of the right hand when facing East)
H3226	יָמִין	ya.min	Jamin	N:N-M-P	Jamin = "right hand" 1) the 2nd son of Simeon; founder of the family of Jaminites 2) a Judaite, the 2nd son of Ram the Jerahmeelite 3) a Levite who helped Ezra interpret the Law
H3227a	יְמִינִי	ye.mi.ni	right	H:A	right hand, on the right, right
H3227b	יְמִינִי	ye.mi.ni	Jaminite	N:N--PG	Yamin (contraction of Ben-Yamin)
H3228	יָֽמִינִי	ye.mi.ni	Jaminite	N:N--PG	Jaminites = see Jamin "the right hand" the descendants of Jamin
H3229	יִמְלָה	yim.la	Imla	N:N-M-P	Imlah or Imla = "whom God will fill up" father of Michaiah the prophet
H3230	יַמְלֵךְ	yam.lekh	Jamlech	N:N-M-P	Jamlech = "He will reign" a chief of the tribe of Simeon
H3231	יָמַן	ya.man	to go right	H:V	(Hiphil) to choose the right, go to the right, use the right hand, be right handed
H3232	יִמְנָה	yim.nah	Imnah	N:N-M-P	Imna or Imnah or Jimnah = "right hand" n pr m 1) the 1st born son of Asher 2) a Levite, descendant of Imnah, who assisted in the reforms of Hezekiah n patr 3) descendants of Imnah, son of Asher
H3233	יְמָנִי	ye.ma.ni	right	H:A	right, right hand
H3234	יִמְנָע	yim.na	Imna	N:N-M-P	Imna = "He will restrain" son of Helem, descendant of Asher, and leader of the tribe of Asher
H3235	יָמַר	ya.mar	to exchange	H:V	1) to exchange 1a) (Hiphil) to exchange 1b) (Hithpael) to enter into, be changed into 2) (TWOT) to promise
H3236	יִמְרָה	yim.rah	Imrah	N:N-M-P	Imrah = "bitterness" a descendant of Asher of the family of Zophah and a chief of the tribe
H3237	יָמַשׁ	ya.mash	to feel	H:V	to touch 1a) (Hiphil) to touch, feel
H3238	יָנָה	ya.nah	to oppress	H:V	to oppress, suppress, treat violently, maltreat, vex, do wrong 1a) (Qal) to oppress, suppress 1b) (Hiphil) to treat violently, maltreat
H3239a	יָנוֹחַ	ya.no.ach	Janoah	N:N--L	Janoah or Janohah = "He rests" a place apparently in the north of Galilee in Naphtali, taken by Tiglath-pileser in his first incursion into Palestine
H3239b	יָנ֫וֹחָה		Janoah	N:N--L	Janoah or Janohah = "He rests" a place on border of Ephraim
H3240	יָנַח	ya.nach	to rest	H:V	to rest 1a) (Qal) 1a1) to rest, settle down and remain 1a2) to repose, have rest, be quiet 1b) (Hiphil) 1b1) to cause to rest, give rest to, make quiet 1b2) to cause to rest, cause to alight, set down 1b3) to lay or set down, deposit, let lie, place 1b4) to let remain, leave 1b5) to leave, depart from 1b6) to abandon 1b7) to permit 1c) (Hophal) 1c1) to obtain rest, be granted rest 1c2) to be left, be placed 1c3) open space (subst)
H3241	יָנוּם	ya.nim	Janum	N:N--L	Janum = "asleep" a town in the mountains of Judah apparently not far from Hebron
H3242	יְנִיקָה	ye.ni.qah	shoot	H:N-F	young plant, twig, young shoot
H3243	יָנַק	ya.naq	to suck	H:V	to suckle, nurse, suck 1a) (Qal) 1a1) to suck 1a2) suckling, babe (subst) 1b) (Hiphil) 1b1) to give suck to, nurse 1b2) nursing, nursing woman, nurse (participle)
H3244	יַנְשׁוּף	yan.shuph	owl	H:N-M	great owl, eared owl 1a) an unclean animal
H3245	יָסַד	ya.sad	to found	H:V	to found, fix, establish, lay foundation 1a) (Qal) to found, establish, begin 1b) (Niphal) 1b1) to fix or seat themselves close together, sit in conclave 1b2) to be founded 1c) (Piel) 1c1) to found 1c2) to establish, appoint, ordain 1d) (Pual) to be founded, be laid 1e) (Hophal) to be founded
H3246	יְסֻד	ye.sud	beginning	H:N-M	a beginning, foundation, that being founded
H3247	יְסוֹד	ye.sod	foundation	H:N-F	foundation, base 1a) foundation 1b) base, bottom
H3248	יְסוּדָה	ye.su.dah	foundation	H:N-F	foundation 1a) founding of city
H3249	יסור	ya.sur	departed	H:A	those departing, revolting
H3250	יִסּוֹר	yis.sor	faultfinder	H:N-M	faultfinder, reprover, one who reproves
H3251	יָסַךְ	ya.sakh	to pour	H:V	(Qal) to anoint, be poured,
H3252	יִסְכָּה	yis.kah	Iscah	N:N-F-P	Iscah = "one who looks forth" daughter of Haran, niece of Abraham, sister of Lot and Milcah
H3253	יִסְמַכְיָהוּ	yis.makh.ya.hu	Ismachiah	N:N-M-P	Ismachiah = "Jehovah sustains" a Levite and overseer of the offerings during the revival in the time of king Hezekiah
H3254	יָסַף	ya.saph	to add	H:V	to add, increase, do again 1a) (Qal) to add, increase, do again 1b) (Niphal) 1b1) to join, join oneself to 1b2) to be joined, be added to 1c) (Hiphil) 1c1) to cause to add, increase 1c2) to do more, do again
H3255	יְסַף	ye.saph	to add	A:V	to add 1a) (Hophal) to be added
H3256	יָסַר	ya.sar	to discipline	H:V	to chasten, discipline, instruct, admonish 1a)(Qal) 1a1) to chasten, admonish 1a2) to instruct 1a3) to discipline 1b) (Niphal) to let oneself be chastened or corrected or admonished 1c) (Piel) 1c1) to discipline, correct 1c2) to chasten, chastise 1d) (Hiphil) to chasten 1e) (Nithpael) to teach
H3257	יָע	ya	shovel	H:N-M	shovel
H3258	יַעְבֵּץ	ya.bets	Jabez	N:N-M-P/N:N--L	Jabez = "sorrow" n pr m 1) the head of a Calebite family n pr loc 2) a town in Judah apparently near Bethlehem
H3259	יָעַד	ya.ad	to appoint	H:V	to fix, appoint, assemble, meet, set, betroth 1a)(Qal) to appoint, assign, designate 1b) (Niphal) 1b1) to meet 1b2) to meet by appointment 1b3) to gather, assemble by appointment 1c) (Hiphil) to cause to meet 1d) (Hophal) to be set, be placed before, be fixed
H3260	יֶעְדּוֹ	ye.di	Iddo	N:N-M-P	Iddo = "appointed" the seer who proclaimed to king Jeroboam of Israel
H3261	יָעָה	ya.ah	to sweep away	H:V	(Qal) to sweep, sweep away, sweep together
H3262	יְעוּאֵל	ye.u.el	Jeuel	N:N-M-P	Jeuel = "God sweeps away" son of Zerah and a chief man of Judah
H3263	יְעוּץ	ye.uts	Jeuz	N:N-M-P	Jeuz = "counsellor" head of a house of Benjamin
H3264	יָעוֹר	ya.or	wood	H:N-M	wood, forest, thicket, wooded height
H3265	יָעִיר	ya.ur	Jair	N:N-M-P	Jair = "forested" father of Elhanan the giant slayer, one of David's mighty warriors 1a) also called 'Jaare-oregim'
H3266	יְעוּשׁ	ye.ush	Jeush	N:N-M-P	Jehush or Jeush = "He hurries to aid" 1) son of Eshek, a remote descendant of king Saul 2) a Gershonite Levite of the house of Shimei 3) son of king Rehoboam of Judah
H3267	יָעַז	ya.az	be fierce	H:V	to be strong, be fierce (meaning dubious) 1a) (Niphal) barbarous (participle)
H3268	יַעֲזִיאֵל	ya.a.zi.el	Jaaziel	N:N-M-P	Jaaziel = "made bold by God" one of the Levites appointed by David to perform the musical service before the ark
H3269	יַעֲזִיָּ֫הוּ	ya.a.ziy.ya.hu	Jaaziah	N:N-M-P	Jaaziah = "made bold by Jehovah" a Levite, apparently the 3rd son or a descendant of Merari
H3270	יַעְזֵר	ya.a.zer	Jazer	N:N--L	Jazer or Jaazer = "helped" a Levitical city east of the Jordan, in Gilead in the territory of Gad, formerly an Amorite city; site uncertain
H3271	יָעַט	ya.at	to cover	H:V	(Qal) to cover
H3272a	יְעַט	ye.at	to counsel	A:V	(Ithpael) to advise, counsel, take counsel
H3272b	יָעֵט		counsellor	A:N-M	(P'al) counsellor (participle)
H3273	יְעִיאֵל	ye.i.el	Jeiel	N:N-M-P	Jeiel or Jehiel = "God sweeps away" 1) one of the sons of Adonikam who returned from exile with Ezra 2) a chief Reubenite of the house of Joel 3) a Merarite Levite and a gatekeeper to the tabernacle who also played the harp and psaltery in the service before the ark 4) one of the chiefs of the Levites in the time of king Josiah 5) one of the sons of Nebo who took a foreign wife in the time of Ezra 6) a man of Gibeon and ancestor of king Saul 7) one of the sons of Hotham the Aroerite and one of David's mighty warriors 8) the scribe of king Uzziah who kept the account of the king's irregular predatory warriors 9) a Gershonite Levite of the sons of Elizaphan 10) a Gershonite Levite of the sons of Asaph and forefather of Jahaziel in the time of king Jehoshaphat
H3274	יְעִישׁ	ye.ish	Jeush	N:N-M-P	Jeush = "assembler" 1) son of Esau by Aholibamah the daughter of Anah, son of Zibeon the Hivite 2) a Benjamite, son of Bilhan
H3275	יַעְכָּן	ya.kan	Jacan	N:N-M-P	Jachan = "troublesome" one of seven chief men of the tribe of Gad
H3276	יָעַל	ya.al	to gain	H:V	(Hiphil) to gain, profit, benefit, avail
H3277	יָעֵל	ya.el	goat	H:N-M	mountain goat
H3278	יָעֵל	ya.el	Jael	N:N-F-P	Jael = "mountain goat" the wife of Heber the Kenite who killed the general Sisera as he slept by driving a peg through his temples into the ground
H3279	יַעֲלָא	ya.a.la	Jaala	N:N-M-P	Jaala or Jaalah = "ascending" the head of a family of the descendants of Solomon's slaves who returned from exile with Zerubbabel
H3280	יַעֲלָה	ya.a.lah	doe	H:N-F	female mountain goat
H3281	יַעְלָם	ya.lam	Jalam	N:N-M-P	Jaalam = "concealed" an Edomite, descendant of Esau
H3282	יַעַן	ya.an	because	H:Conj	conj 1) because, therefore, because that, on account of prep 2) because of, on account of 3) why (with interrogative pron)
H3283	יָעֵן	ya.en	ostrich	H:N-F	ostrich 1a) ceremonially unclean animal
H3284	יַעֲנָה	ya.a.nah	ostrich	H:N-F	an unclean bird 1a) owl, ostrich, literally translated as "daughters of the owl" 1b) perhaps an extinct bird, exact meaning unknown
H3285	יַעֲנַי	ya.a.nay	Janai	N:N-M-P	Jaanai = "whom Jehovah answers" a chief man in the tribe of Gad
H3286	יָעֵף	ya.aph	to faint	H:V	to be or grow weary, be fatigued, be faint 1a) (Qal) to be or grow weary, be fatigued, be faint 1b) (Hophal) wearied (participle)
H3287	יָעֵף	ya.eph	weary	H:A	faint, weary, fatigued
H3288	יְעָף	ye.aph	weariness	H:N-M	weariness, fatigue, faintness
H3289	יָעַץ	ya.ats	to advise	H:V	to advise, consult, give counsel, counsel, purpose, devise, plan 1a) (Qal) 1a1) to advise, counsel, give counsel, consult 1a2) counsellor (participle) 1b) (Niphal) to consult together, exchange counsel, deliberate, counsel together 1c) (Hithpael) to conspire
H3290	יַעֲקֹב	ya.a.qov	Jacob	N:N-M-P	Jacob = "heel holder" or "supplanter" son of Isaac, grandson of Abraham, and father of the 12 patriarchs of the tribes of Israel
H3291	יַעֲקֹ֫בָה	ya.a.qo.vah	Jaakobah	N:N-M-P	Jaakobah = "toward Jacob" son of Simeon and grandson of Jacob
H3292	יַעֲקָן	ya.a.qan	Akan	N:N-M-P	Jakan = "let him oppress them" an Edomite
H3293a	יַ֫עַר	ya.ar	wood	H:N-M	forest, wood, thicket, wooded height
H3293b	יַ֫עַר	ya.ar	honeycomb	H:N-M	honeycomb
H3294	יַעְרָה	ya.rah	Jarah	N:N-M-P	Jarah = "forested" a descendant of Saul, son of Micah, great grandson of Mephibosheth
H3295	יַעְרָה	ya.a.rah	honeycomb	H:N-F	forest 1a) honeycomb (meton)
H3296	יַעֲרֵי אֹרְגִים	ya.a.re o.re.gim	Jaare-oregim	N:N-M-P	Jaare-oregim = "forests of weaver" a man of Bethlehem, father of Elhanan the giant slayer and one of David's mighty warriors; also called 'Jair'
