# File Name: Greek_Lexicon_Tyndale.txt
# File Size: 2820042     
# File Date: 02/20/2021 19:26:27
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Greek Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Uses Abbot-Smith or Middle Liddel or Mounce's Teknia when entries are missing. 
# Source Definitions: (AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
# Source Definitions: (ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
# Source Definitions: (MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) - used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
# COLUMNS
#	STRONGS
#		Strong's number with extensions
#		G0001  - G5624,  Strongs numbers from original set made by Strong for Greek behind the KJV  
#		G3203  - G3302,  Not used for some reason
#		G5627  - G5799,  Greek morphology codes  (these numbers aren't used in this lexicon) 
#		G5800  - G5893,  Greek Synonyms - see http://studybible.info/strongs/G5800  (these numbers aren't used in this lexicon) 
#		G6000  - G6090,  Extra Strongs Numbers in NASB mainly for variants not known to Strong. (they remain the same so it is backward-compatible with NASB) 
#		G6100  - G9979,  Extra Greek from Apostolic Bible Project mainly for LXX words not found in NT (including Greek names that don't occur in the Hebrew) 
#		G6091  - G6099,  G9980 - G9999, Extra Greek for variants which are not included in NASB or Apostolic Bible  
#		G10000 - G19999, Greek equivalent of Strongs Hebrew numbers for names and transliterated words eg  Abagtha (H0005) = G10005. When there is a NT equivalent, this is the STEP_LexicalTag
#		G20000 - G20199, Words where  the Full LSJ entry refers to the LXX, but they are not referred to in the AB tagging because they only occur in non-Protestant canons or in MSS other than Vaticanus (used by AB)
#	WORD
#		Greek word in unicode lexical form. Based on LSJ but conforming to BADG when the difference may be confusing.
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		Simple gramatical value of the main word represented as Language:Type-Gender-Extra
#		Language is A=Aramaic, H=Hebrew, G=Greek and N=Name (which is not language specific).
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb.
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#	DEF
#		Definition, lexical entry.
#		The Brief lexicon uses Abbot-Smith or MiddleLiddel or Mounce's Teknia when entries are missing.
#		(AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
#		(ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
#		(MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) -  used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
G2943	κυκλόθεν	kuklothen	around	G:Prep	adv, (&lt; κύκλος), [in LXX chiefly for סָבִיב;] from all sides, round about: Rev.4:3-4, 8, (AS)
G2944	κυκλόω	kukloō	to surround	G:V	-ῶ (&lt; κύκλος), [in LXX chiefly for סָבַב;] 1) to move in a circle, revolve. 2) to surround, encircle: with accusative of person(s), Jhn.10:24 (WH, txt, cf. -εύω), Act.14:20; pass, Luk.21:20, Heb.11:30 (cf. περι-κυκλόω). (AS)
G2945	κύκλῳ	kuklō	surrounding	G:Adv	κύκλος, -ου, ὁ [in LXX chiefly for סָבִיב;] a ring, circle. Dat, κύκλῳ, as adverb, round about, around: Mrk.3:34 6:6, 36, Luk.9:12, Rom.15:19; with genitive, Rev.4:6 5:11 7:11 (AS)
G2946	κύλισμα	kulisma	wallowing	G:N-L	-τος, τό (&lt; κυλίω), [in Sm: Eze.10:13 *;] 1) a roll. 2) = κυλισμός (which see), a rolling, wallowing (or, as κυλίστρα, Xen, Eq, see 3, a rolling place): 2Pe.2:22 (Rec.). (AS)
G2947	κυλίω	kuliō	to wallow	G:V	late form of κυλίνδω, [in LXX: Jos.10:18, 1Ki.14:33, al. (גָּלַל), 4Ki.9:33 (שָׁמַט), al;] to roll, roll along. Pass, to be rolled; of persons (in Hom, as sign of grief), to roll or wallow: Mrk.9:20. (AS)
G2948	κυλλός	kullos	crippled	G:A	-ή, -όν 1) crooked, crippled: Mat.15:30-31 (WH, txt. om.); 2) maimed: Mat.18:8, Mrk.9:43. (AS)
G2949	κῦμα	kuma	a wave	G:N-N	-τος, τό (&lt; κύω, to be pregnant, to swell) [in LXX chiefly for גַּל;] a wave: pl, Mat.8:24 14:24, Mrk.4:37; κ. θαλάσσης, figuratively, Ju 13. (AS)
G2950	κύμβαλον	kumbalon	cymbal	G:N-N	-ου, τό (&lt; κύμβη, a cup), [in LXX chiefly for מְצִלָּה;] a cymbal: 1Co.13:1. (AS)
G2951	κύμινον	kuminon	cumin	G:N-N	-ου, τό [in LXX: Isa.28:25, 27 (כַּמֹּן)*;] cumin: Mat.23:23. (AS)
G2952	κυνάριον	kunarion	little dog	G:N-N	-ου, τό (in Att. also κυνίδιον, dim. of κύων) a little dog: Mat.15:26-27 Mrk.7:27-28 (AS)
G2953	Κύπριος	Kuprios	Cyprian	N:N--LG	-α, -ον of Cyprus, Cyprian: Act.4:36 11:20 21:16. (AS)
G2954	Κύπρος	Kupros	Cyprus	N:N-F-L	-ου, ἡ Cyprus: Act.11:19 13:4 15:39 21:3 27:4. (AS)
G2955	κύπτω	kuptō	to stoop/bend down	G:V	[in LXX chiefly for קָדַד;] to bow the head, stoop down: Mrk.1:7; before κάτω, Jhn.8:6, 8 (cf. ἀνα, παρα, συν-κύπτω). κατα-κύπτω, [in LXX: 4Ki.9:32 (שָׁקַף hi.)*;] to bend down, stoop: Jhn.8:8 (κάτω κύψας, Rec, WH, mg.). (AS)
G2956	Κυρηναῖος	Kurēnaios	from Cyrene	N:N--LG	-α, -ον (&lt; Κυρήνη), of Cyrene, a Cyrenæan: Mat.27:32, Mrk.15:21, Luk.23:2, Act.6:9 11:20 13:1. (AS)
G2957	Κυρήνη	Kurēnē	Cyrene	N:N-F-L	-ης, ἡ Cyrene, a city in Libya: Act.2:10. (AS)
G2958	Κυρήνιος	Kurēnios	Quirinius	N:N-M-P	(prop. -ίνιος, see Bl, 13; -ῖνος L, -εῖνος, Tr, WH, mg.), -ου, ὁ, Quirinus, prop. Quirinius: Luk.2:2. (AS)
G2959	Κυρία	Kuria	lady	G:N-F	(Κυρία, T, WH, mg.), -ας, ἡ, [in LXX chiefly for גְּבֶרֶת;] a lady: 2Jn.1 Jn 5 (on the interpretation, see ICC, 167 ff.). (AS)
G2960	κυριακός	kuriakos	the Lord’s	G:A	-ή, -όν (&lt; κύριος), [in LXX: κ. φωνη (Συριακή φ, R), 2Ma.15:36 A *;] 1) as freq. in Inscr. (LS, see word; Deiss, BS, 217 f.), of the lord or master, imperial. 2) of the Lord (i.e. Christ): δεῖπνον, 1Co.11:20; ἡμέρα, Rev.1:10. (cf. λόγια κ, Papias, Eus, HE, iii, 39, 1; γραφαὶ κ, Clem. Alex, etc; for eccl. usage, cf. Soph, Lex, see word) (AS)
G2961	κυριεύω	kurieuō	to lord over	G:V	(&lt; κύριος), [in LXX chiefly for מָשַׁל;] to be lord or master of, to rule (over): C. genitive obj, Luk.22:25, Rom.14:9, 2Co.1:24; absol, 1Ti.6:15; metaph, ὁ θάνατος, Rom.6:9; ἡ ἁμαρτία, Rom.6:14; ὁ νόμος, Rom.7:1 (cf. κατα-κυριεύω). (AS)
G2962	κύριος	kurios	lord	G:N-M	-α, -ον (also -ος, -ον), [in LXX (subst.) chiefly for יהוה, also for בַּעַל,אָדוֹן, etc;] having power (κῦρος) or authority; as subst, ὁ κ, lord, master; 1) in general: with genitive of thing(s), Mat.9:38 20:8, Mrk.12:9 13:35, Luk.19:33; τ. σαββάτου, Mat.12:8, Mrk.2:28, Luk.6:5; with genitive of person(s), δούλου, etc, Mat.10:24, Luk.14:21, Act.16:16, al; absol, opp. to οἱ δοῦλοι, Eph.6:5, 9 al; of the Emperor (Deiss, LAE, 161), Act.25:26; θεοὶ πολλοὶ καὶ κ. πολλοί, 1Co.8:5; of a husband, 1Pe.3:6; in voc, as a title of respect to masters, teachers, magistrates, etc, Mat.13:27 16:22 27:63, Mrk.7:28, Luk.5:12, Jhn.4:11, Act.9:5, al. 2) As a divine title (freq. in π; Deiss, LAE, 353 ff.); in NT, (a) of God: ὁ κ, Mat.5:33, Mrk.5:19, Luk.1:6, Act.7:33, Heb.8:2, Jas.4:15, al; anarth. (Bl, §46, 6), Mat.21:9, Mrk.13:20, Luk.1:17, Heb.7:21, 1Pe.1:25, al; κ. τ. οὐρανοῦ καὶ τ. γῆς, Mat.11:25; τ. κυριευόντων, 1Ti.6:15; κ. ὁ θεός, Mat.4:7, 10 al; id. before παντοκράτωρ, Rev.4:8; κ. σαβαώθ, Rom.9:29; (ὁ) ἄγγελος κυρίου, Mat.1:20 2:13, Luk.1:11, al; πνεῦμα κυρίου, Luk.4:18, Act.8:39; (b) of the Christ: Mat.21:3, Mrk.11:3, Luk.1:43 20:44, al; of Jesus after his resurrection (Dalman, Words, 330), Act.10:36, Rom.14:8, 1Co.7:22, Eph.4:5, al; ὁ κ. μου, Jhn.20:28; ὁ κ. Ἰησοῦς, Act.1:21, 1Co.11:23, al; id. before Χριστός, Eph.1:2, al; ὁ κ. ἡμῶν, 1Ti.1:14, Heb.7:14, al; id. before Ἰησοῦς, 1Th.3:11, Heb.13:20, al; Χριστός, Rom.16:18; Ἰ Χ, 1Co.1:2, 1Th.1:3, al; Ἰ. Χ. (Χ. Ἰ) ὁ κ. (ἡμῶν), Rom.1:4, Col.2:6, Eph.3:11, al; ὁ κ. καὶ ὁ σωτὴρ, 2Pe.3:2; id. before Ἰ. Χ, ib. 18; anarth, 1Co.7:22, 25 Jas.5:4, al; κ. κυρίων, Rev.19:16; with prep, ἀπὸ (κατὰ, πρὸς, σὺν, etc.) κ, Col.3:24, al. (AS)
G2963	κυριότης	kuriotēs	lordship	G:N-F	-ητος, ἡ (&lt; κύριος), lordship, dominion: Eph.1:21, 2Pe.2:10, Ju 8; pl, Col.1:16 (cf. Lft, Col; Mayor, Ju, in ll; DB, i, 616 f.). (AS)
G2964	κυρόω	kuroō	to affirm	G:V	-ῶ (&lt; κῦρος, 1. authority. 2. validity), [in LXX for קוּם;] to confirm, ratify, make valid: 2Co.2:8; pass, Gal.3:15 (cf. προ-κυρόω). (AS)
G2965	κύων	kuōn	dog	G:N-M	κυνός, ὁ, ἡ (in NT masc. only), [in LXX forכֶּלֶב;] a dog: Luk.16:21, 2Pe.2:22; metaph, as a word of reproach, Mat.7:6, Php.3:2, Rev.22:15. (AS)
G2966	κῶλον	kōlon	corpse	G:N-N	-ου, τό a limb, member of a body, [but in LXX (Lev.26:30, Num.14:29, 32-33, 1Ki.17:46, Isa.66:24 *) for פֶּגֶר;] hence, carcase: Heb.3:17 (LXX). (AS)
G2967	κωλύω	kōluō	to prevent	G:V	(&lt; κόλος), [in LXX for כָּלָא, מָנַע, etc;] to hinder, re­strain, forbid, withhold: with accusative and inf, Mat.19:14, Luk.23:2, Act.8:36 16:6 24:23, 1Th.2:16, Heb.7:23; inf. om, Mrk.9:38-39 10:14, Luk.9:49-50 11:52 18:16, Act.11:17, Rom.1:13, 3Jn.10; accusative om, 1Ti.4:3; with accusative of person(s) and genitive of thing(s), Act.27:43; with accusative of thing(s), 1Co.14:39, 2Pe.2:16; id. before τοῦ μή, Act.10:47; id. before ἀπό (like Heb. מִן כָּלָא, Gen.23:6, al.), Luk.6:29 (cf. δια-κωλύω). (AS)
G2968	κώμη	kōmē	village	G:N-F	-ης, ἡ [in LXX for בַּת, חָצֵר, עִיר, etc;] a village or country town, prop, as opp. to a walled city: Mat.14:15, Mrk.6:6, al; πόλεις καὶ κ, Mat.9:35, al; with the name added, Βηθλεέμ, Jhn.7:42; Βηθανΐα, Jhn.11:1; with the name of the district, τὰς κ. Καισαρίας, Mrk.8:27; Σαμαρειτῶν, Luk.9:52, Act.8:25 (AS)
G2969	κωμόπολις	kōmopolis	village	G:N-F	-εως, ἡ a country town: Mrk.1:38 (see Swete, in l). (AS)
G2970	κῶμος	kōmos	orgy	G:N-M	-ου, ὁ [in LXX: Wis.14:23, 2Ma.6:4 *;] a revel, carousal: Rom.13:13, Gal.5:21, 1Pe.4:3. (AS)
G2971	κώνωψ	kōnōps	gnat	G:N-M	a gnat, mosquito, Lat. culex, (Herdotus Historicus), etc. (ML)
G2972	Κώς	Kōs	Cos	N:N-F-L	Κῶς genitive Κῶ, ἡ, Cos, an island in the Ægean Sea: accusative Κῶ, Act.21:1 (Κῶν, Rec.). (AS)
G2973	Κωσάμ	Kōsam	Cosam	N:N-M-P	ὁ Cosam: Luk.3:28. (AS)
G2974	κωφός	kōphos	deaf/mute	G:A	-ή, -όν (&lt; κόπτω), [in LXX chiefly (Exo.4:11, al.) for אִלֵּם; for חָרָשׁ, Hab.2:18;] blunt, dull. Metaph, of the senses, esp. (a) of speech, dumb: Mat.9:32-33 12:22 15:30-31, Luk.1:22 11:14; (b) of hearing, deaf: Mat.11:5, Mrk.7:32, 37 9:25, Luk.7:22. (AS)
G2975	λαγχάνω	lagchanō	to choose by lot	G:V	[in LXX: 1Ki.14:47 (לָכַד, see Th, Gr, 38), Wis.8:19, 3Mac 61 *;] 1) to obtain by lot, to obtain (in cl, with genitive): with inf. art. (B1, § 36, 3; 71, 3), Luk.1:9; with accusative of thing(s), Act.1:17, 2Pe.1:1. 2) to draw lots: before περί, Jhn.19:24 (AS)
G2976	Λάζαρος	Lazaros	Lazarus	N:N-M-P	-ου, ὁ colloquial abbreviation of Ἐλεαζάρ (άζαρος), which see), Lazarus; 1) of Bethany: Jhn.11:1 ff. Jhn.12:1-2, 9-10 12:17. 2) The beggar in the parable: Luk.16:20, 23-25. (AS)
G2977	λάθρα	lathra	quietly	G:Adv	λάθρᾳ (Att; in Hom, -ρῃ, Rec. -ρα), adv, [in LXX chiefly for ‎סֵתֶר;] secretly: Mat.1:19 2:7, Mrk.5:33 (WH, mg.), Jhn.11:28, Act.16:37. (AS)
G2978	λαῖλαψ	lailaps	storm	G:N-F	-απος, ἡ [in LXX: Job.21:18 27:20 א (סוּפָה) Job.38:1, Jer.25:32 (סַעַר), Wis.5:14, 23, Sir.48:9, 12 *;] a hurricane, whirlwind: Mrk.4:37, Luk.8:23, 2Pe.2:17. (AS)
G2979	λακτίζω	laktizō	to kick	G:V	(&lt; λάξ, with the foot), to kick: Act.26:14. (AS)
G2980	λαλέω	laleō	to speak	G:V	-ῶ, [in LXX chiefly for דּבר pi, also for אמר, etc;] 1) to utter: of inanimate things, Rev.4:1 10:4; metaph, Heb.11:4 12:24. 2) to talk, speak, say: absol, Mat.9:33 12:46, Mrk.5:35, Luk.8:49; before ὡς, 1Co.13:11, Rev.13:11; εἰς, 1Co.14:9; ἐκ, Mat.12:34; with accusative of thing(s), Mat.10:19, Mrk.11:32, Jhn.8:30, al; with dative of person(s), Mat.12:46, Luk.24:6, Rom.7:1, al; with accusative of thing(s) and dative of person(s), Mat.9:18, Jhn.10:6, al; with prep, πρός, μετά, περί, Mrk.6:50, Luk.1:19 2:33, al; ἐν, ἐξ, ἀπό, Mat.13:3, Jhn.12:49 14:10, al; λ. τ. λόγον, Mrk.8:32, al; before orat. dir. (not cl.), Mrk.14:31, Heb.5:5 11:18; Hebraistically (Dalman, Words, 25f.), ἐλάλησε λέγων, Mat.14:27, Jhn.8:12, Act.8:26, al. (AS)
G2981	λαλιά	lalia	speech	G:N-F	λαλία, -ᾶς, ἡ [in LXX chiefly for דָּבָר, דִּבְרָה;] 1) loquacity = Very talkative. 2) talk, speech, conversation: Mat.26:73 (cf. Ca 43), Jhn.4:42 8:43. (AS)
G2982	λαμά	lama	why?	A:Intg	(Heb. מָה, seel. λεμά = Aram. לְמָא) why: Mat.27:46 (WH, mg, λεμά TTr, WH, txt, λεμά L), Mrk.15:34 (λεμά LT, λαμμᾶ, Rec.). (AS)
G2983	λαμβάνω	lambanō	to take	G:V	[in LXX chiefly for לקח, also for אחז,לכד,נשׂא, etc;] 1) to take, lay hold of: absol, Mat.26:26, Mrk.14:22; with accusative of thing(s), Mat.5:40 26:52, al. mult; with accusative of person(s), Mat.21:35, Mrk.12:3, al; pleonastic λαβών (M, Pr, 230; Bl, §74, 2), Mat.13:31 14:19, al; so also indic, Mrk.7:27, Jhn.19:1, 40 Rev.8:5, al; metaph, with accusative of thing(s), ἀφορμήν, Rom.7:8, 11; ὑδόδειγμα, Jas.5:10; id. with accusative of person(s), φόβος, Luk.7:16; πνεῦμα, Luk.9:39; πειρασμός, 1Co.10:13; aoristic pf. (M, Pr, 145, 238; BL, §59, 4), Rev.5:7 8:5, al. 2) to receive: absol, opp. to αἰτεῖν, Mat.7:8, al; διδόναι, Mat.10:8, Act.20:35; with accusative of thing(s), Mat.27:6, Mrk.10:3 o, al. mult; with accusative of person(s), Jhn.6:21 13:20 19:27, 2Jo.10; ῥαπίσμασιν (a vulgarism; Bl, §38, 3), Mrk.14:65; metaph, τ. λόγον, Mat.13:20, Mrk.4:16; τ. μαρτυρίαν, Jhn.3:11; τ. ῥήματα, Jhn.12:48; πρόσωπον (Heb. נָשָׂא פָּנִים, Dalman, Words, 30), Luk.20:21, Gal.2:6; ζωὴν αἰώνιον (Dalman, op. cit, 124f.), Mrk.10:30 (cf. ἀνα, ἀντι, συν-αντι- (-μαι), ἀπο, ἐπι, κατα, μετα, παρα, συν-παρα, προ, προσ, συν, συν-περι, ὑπο-λαμβάνω). (AS)
G2984	Λάμεχ	Lamech	Lamech	N:N-M-P	ὁ indecl. (Heb. לֶמֶךְ), Lamech (Gen.5:25): Luk.3:36. (AS)
G2985	λαμπάς	lampas	window	G:N-F	-άδος, ἡ (&lt; λάμπω), [in LXX for לַפִּיד;] a torch (freq. fed, like a lamp, with oil): Mat.25:1 ff, Jhn.18:3, Act.20:8, Rev.4:5 8:10. (AS)
G2986	λαμπρός	lampros	shining	G:A	-ά, -όν (&lt; λάμπω), [in LXX: Tob.13:11, Wis.6:12 17:20, Sir.29:22 33:13 (Sir.30:25) Sir.31:23, Ep. Je 60 *;] bright, brilliant: ποταμός, Rev.22:1 (ΕΥ, clear); ἀστήρ, Rev.22:16; of clothing, brilliant, splendid: Luk.23:11, Act.10:30, Jas.2:2-3, Rev.15:6 18:14 19:8. (AS)
G2987	λαμπρότης	lamprotēs	brightness	G:N-F	-ητος, ἡ [in LXX: Psa.110:3 (הָדָר), al;] brightness, brilliancy: τ. ἡλίου, Act.26:13. (AS)
G2988	λαμπρῶς	lamprōs	magnificently	G:Adv	adv, splendidly: of sumptuous fare (as freq; cf. ἐδέσματα λαμπρά, Sir.29:22), Luk.16:19. (AS)
G2989	λάμπω	lampō	to shine	G:V	[in LXX for נָגַהּ, etc;] to shine: Mat.5:15-16 17:2, Luk.17:24, Act.12:7, 2Co.4:6 (cf. ἐκ, περι-λάμπω). (AS)
G2990	λανθάνω	lanthanō	be hidden	G:V	[in LXX for עָלַם ni, etc;] to escape notice, be hidden (from): Mrk.7:24, Luk.8:47; with accusative of person(s), Act.26:26, 2Pe.3:5 3:8; as in common cl. idiom, before ptcp, ἔλαθον ξενίσαντες, entertained unawares, Heb.13:2 (cf. ἐκ, ἐπι-λανθάνω). (AS)
G2991	λαξευτός	laxeutos	engraved	G:A	-ή, όν (&lt; λαξεύω; &lt; λᾶς, a stone, ξέω, to scrape), [in LXX: Deu.4:49 (פִּסְגָּה); in Aq: Num.21:20; Th: Jdg.7:11 *;] hewn (in stone); Luk.23:53 (elsewhere κοινή writers use λατομητός, 4Ki.12:12, al; cf. λατομέω). (AS)
G2992	λαός	laos	a people	G:N-M	-οῦ, ὁ, [in LXX very freq. for עַם, Gen.14:16, al; occasionally for לְאֹם (Gen.25:23, al.), etc;] a word rarely found in Att. prose; 1) the people at large (Hom, al.), esp. of people assembled: Mat.27:25, Luk.1:21 3:15 al; pl. (Hom, al, π; see MM, xvi), Act.4:27. 2) a people, those of the same race and language (Pind, Æsch, al: in LXX, Gen.26:11, Exo.9:16, al.): joined with γλῶσσα, φυλή, ἔθνος, Rev.5:9 7:9 11:9, al; pl, Luk.2:31, Rom.15:11; esp. as almost always in LXX, of Israel, Mat.4:23, Mrk.7:6, Luk.2:10, Jhn.11:50, Heb.2:17, al; opp. to τ. ἔθνη, Act.26:17, 23 Rom.15:10; πρεσβύτεροι (πρῶτοι, etc.) τοῦ λ, Mat.21:23, Luk.19:17, Act.4:8, al; ὁ λ. μου (αὐτοῦ, τ. θεοῦ), Mat.2:6, Luk.1:68, Heb.11:25, al; of the people disting. from the rulers and priests (I Est.1:10, Jdth.8:9, al.), Mat.26:5, Luk.20:19, Heb.5:3, al; of Christians, as the people of God, Act.15:14, Rom.9:25, 26 Heb.4:9; περιούσιος, Tit.2:14; εἰς περιποίησιν, 1Pe.2:9 (LXX). (AS)
G2993	Λαοδίκεια	Laodikeia	Laodicea	N:N-F-L	Λαοδικία (Rec. -εία), -ας, ἡ Laodicea, a city on the Lycus in Phrygia: Col.2:1 4:13, 15-16, Rev.1:11 3:14. (AS)
G2994	Λαοδικεύς	Laodikeus	Laodicean	N:N--LG	-έως, ὁ a Laodicean: Col.4:16. (AS)
G2995	λάρυγξ	larugx	throat	G:N-M	-γγος, ὁ [in LXX chiefly for חֵךְ, Job.6:30, al; Psa.5:9 (גָּרוֹן);] the larynx, throat: metaph, of speech (cf. Sir.6:5), Rom.3:13 " (LXX). (AS)
G2996	Λασαία	Lasaia	Lasea	N:N-F-L	Λασέα (Rec. -αία), -ας, ἡ Lasea, a city of Crete, otherwise un­known: Act.27:8. (AS)
G2997	λάσχω	laschō	to burst	G:V	λάσκω 1) (in cl, poët.) to clang, crash, crack; in late prose, to crack or burst noisily: Act.1:18 (ἐλάκησεν, perh, however, from λακέω, which see; Bl, in l). 2) (in cl, prose) to scream, shout. λακέω, Dor. for ληκέω = λάσκω, q.v (AS)
G2998	λατομέω	latomeō	to hew	G:V	-ῶ (&lt; λατόμος, a stonecutter, 4Ki.12:12, al; &lt; λᾶς, τέμνω; cf. λαξευτός) [in LXX: 1Ch.22:2, al. (חָצַב); Exo.21:33, Num_21:18 (כָּרָה);] to hew, hew out stones: Mat.27:60, Mrk.15:46. (AS)
G2999	λατρεία	latreia	ministry	G:N-F	-ας, ἡ (&lt; λατρεύω, which see), [in LXX (always of divine service): Exo.12:25-26 13:5, Jos.22:27, 1Ch.28:13 (עֲבֹדָה), 1Ma.1:43 1Mac 2:19 1Mac 2:22, 3Ma.4:14 *;] 1) hired service, service. 2) (in cl. also) divine service, worship: Jhn.16:2, Rom.9:4 12:1, Heb.9:1, 6. (AS)
G3000	λατρεύω	latreuō	to minister	G:V	(&lt; λάτρις, a hired servant), [in LXX (always, as λατρεία, of the service of God or of heathen divinities) chiefly for עָבַד, Exo.3:12, al; in Dan LXX TH (Dan.3:12, al.) for פְּלַח;] 1) to work for hire. 2) to serve; in cl, also of divine service, to serve, worship, and so always in NT: with dative of person(s), τ. θεῷ, Mat.4:10, Luk.4:8 " (LXX), Act.7:7 24:14 27:23, Heb.9:14, Rev.7:15 22:3; of idol worship (cf. Exo.20:5, Eze.20:32), Act.7:42, Rom.1:25; τ. θεῷ. ἐν τ. πνεύματί μου, Rom.1:9; id. ἐν καθαρᾷ συνειδήσει, 2Ti.1:3; μετ᾽ εὐλαβείας κ. δέους, Heb.12:28; ἐν ὁσιότητι κ. δικαιοσύνῃ, Luk.1:74; (without θεῷ) νηστείαις κ. δεήσεσι, Luk.2:37; πνεύματι θεοῦ, Php.3:3; absol, Act.26:7; ὁ λατρεύων, the worshipper, Heb.9:9 10:2; of ministerial service, with dative of thing(s), Heb.8:5 13:10. (AS)
G3001	λάχανον	lachanon	plant	G:N-N	-ου, τό (λαχαίνω, to dig), [in LXX: Gen.9:3; 3Ki.21:2, Psa.37:2, Pro.15:17 (יֶרֶק, יָרָק) *;] a garden herb, vegetable: Luk.11:42; usually in pl, Mat.13:32, Mrk.4:32, Rom.14:2. (AS)
G3002	Λεββαῖος	Lebbaios	Lebbaeus	N:N-M-P	-ου, ὁ (on the derivation, see Dalman, Words, 50; Swete, Mk, l.with), Lebbæus: Mat.10:3, Mrk.3:18 (WH, mg; Θαδδαῖος, which see, Rec, WH, txt, RV, cf. WH, App, 11, 24. In Luk.6:15, Act.1:13, he is called Σίμων ὁ Ζηλωτής.) (AS)
G3003	λεγεών	legeōn	legion	G:N-B	λεγιών (Rec. -εών), -ῶνος, ἡ, (Lat. legio), a legion: Mat.26:53, Mrk.5:9, 15, Luk.8:30. (AS)
G3004	λέγω	legō	to speak	G:V	[in LXX very freq, chiefly for אמר; λέγει for נְאֻם, Gen.22:16, al;] 1) in Hom, to pick out, gather, reckon, recount. 2) In Hdt. and Att, to say, speak, affirm, declare: absol, Act.13:15, 24:10; before orat. dir, Mat.9:34, Mrk.3:11, Jhn.1:29, al; before ὅτι recit, Mrk.3:21, Luk.1:24, Jhn.6:14, al; accusative and inf, Luk.11:18, Jhn.12:29, al; after another verb of speaking, προσφωνεῖν κ. λέγειν, Mat.11:17, al; ἀπεκρίθη (ἐλάλησεν) λέγων (καὶ λέγει; Dalman, Words, 24 ff.), Mat.25:9, Mrk.3:33, 7:28, Luk.24:6, 7, al; of unspoken thought, λ. ἐν ἑαυτῷ, Mat.3:9, Luk.3:8, al; of writing, 2Co.8:8, Php.4:11, al; λέγει ἡ γραφή, Rom.4:3, Jas.2:23, al; with accusative of thing(s), Luk.8:8, 9:33, Jhn.5:34, al; σὺ λέγεις (a non-committal phrase; Swete, Mk, 359, 369f.), Mat.27:11, Mrk.15:2, Luk.23:3, Jhn.18:37; with dative of person(s), before orat. dir, Mat.8:20, Mrk.2:17, al. mult; id. before ὅτι, Mat.3:9, al; with prep, πρός, μετά, περί, etc, Mrk.4:41, Jhn.11:56, Heb.9:5, al; to mean (cl.), Mrk.14:71, Jhn.6:71, 1Co.10:29, al; to call, name, Mrk.10:18; pass, Mat.9:9, Mrk.15:7, al (cf. ἀντι, δια- (-μαι), προ, συλ-λέγω). (AS)
G3005	λεῖμμα	leimma	remnant	G:N-N	(WH, λίμμα, see their App, 154), -τος, τό (&lt; λείπω), [in LXX: 4Ki.19:4 A (שְׁאֵרִית)*;] a remnant: Rom.11:5. (AS)
G3006	λεῖος	leios	smooth	G:A	-εία, -εῖον [in LXX: Gen.27:11, 1Ki.17:40 R (חָלַק, חַלֻּק); ὁδὸς λ, Isa.40:4 Α (בִּקְעָה); Pro.2:20 12:13 26:23 *;] smooth: opp. to τραχύς, Luk.3:5 (LXX). (AS)
